,match_id,player,row,pts,pts_won,returnable,returnable_won,in_play,in_play_won,winners,total_shots,tourney_date,sm,tourney_name,sm2
92097,20210904-M-US_Open-R32-Jannik_Sinner-Gael_Monfils,Gael Monfils,Total,166,62,128,57,122,57,1,801,20210904,M,US_Open,R32
92118,20210821-M-Cincinnati_Masters-SF-Stefanos_Tsitsipas-Alexander_Zverev,Stefanos Tsitsipas,Total,97,37,63,33,62,33,0,440,20210821,M,Cincinnati_Masters,SF
92139,20210821-M-Cincinnati_Masters-SF-Stefanos_Tsitsipas-Alexander_Zverev,Alexander Zverev,Total,113,45,81,41,78,41,0,478,20210821,M,Cincinnati_Masters,SF
92160,20210905-M-US_Open-R16-Diego_Schwartzman-Botic_Van_De_Zandschulp,Diego Schwartzman,Total,165,58,114,48,112,48,0,829,20210905,M,US_Open,R16
92181,20210905-M-US_Open-R16-Diego_Schwartzman-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,147,58,123,52,118,52,1,1115,20210905,M,US_Open,R16
92202,20210821-M-Cincinnati_Masters-SF-Andrey_Rublev-Daniil_Medvedev,Andrey Rublev,Total,100,42,75,39,70,39,1,461,20210821,M,Cincinnati_Masters,SF
92223,20210821-M-Cincinnati_Masters-SF-Andrey_Rublev-Daniil_Medvedev,Daniil Medvedev,Total,85,33,63,28,63,28,0,457,20210821,M,Cincinnati_Masters,SF
92244,20210907-M-US_Open-QF-Botic_Van_De_Zandschulp-Daniil_Medvedev,Botic Van De Zandschulp,Total,99,26,63,25,58,25,1,436,20210907,M,US_Open,QF
92265,20210907-M-US_Open-QF-Botic_Van_De_Zandschulp-Daniil_Medvedev,Daniil Medvedev,Total,114,48,91,44,88,44,0,624,20210907,M,US_Open,QF
92286,20210831-M-US_Open-R128-Daniil_Medvedev-Richard_Gasquet,Daniil Medvedev,Total,105,49,89,43,87,43,3,512,20210831,M,US_Open,R128
92303,20210831-M-US_Open-R128-Daniil_Medvedev-Richard_Gasquet,Richard Gasquet,Total,68,14,35,10,33,10,0,198,20210831,M,US_Open,R128
92321,20210910-M-US_Open-SF-Felix_Auger_Aliassime-Daniil_Medvedev,Felix Auger Aliassime,Total,86,24,51,20,49,20,2,308,20210910,M,US_Open,SF
92342,20210910-M-US_Open-SF-Felix_Auger_Aliassime-Daniil_Medvedev,Daniil Medvedev,Total,91,42,59,32,55,32,1,397,20210910,M,US_Open,SF
92363,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,Novak Djokovic,Total,90,26,52,17,48,17,0,411,20210912,M,US_Open,F
92384,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,Daniil Medvedev,Total,92,35,70,32,67,32,0,420,20210912,M,US_Open,F
92405,20210825-M-US_Open-Q1-Botic_Van_De_Zandschulp-Tomas_Barrios_Vera,Botic Van De Zandschulp,Total,78,35,61,34,56,34,3,284,20210825,M,US_Open,Q1
92426,20210825-M-US_Open-Q1-Botic_Van_De_Zandschulp-Tomas_Barrios_Vera,Tomas Barrios Vera,Total,93,37,60,26,54,26,3,245,20210825,M,US_Open,Q1
92447,20210826-M-US_Open-Q2-Ben_Shelton-Botic_Van_De_Zandschulp,Ben Shelton,Total,80,23,54,20,51,20,0,276,20210826,M,US_Open,Q2
92468,20210826-M-US_Open-Q2-Ben_Shelton-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,95,39,66,31,56,31,1,290,20210826,M,US_Open,Q2
92489,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,Jenson Brooksby,Total,105,36,76,35,73,35,0,578,20210906,M,US_Open,R16
92510,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,Novak Djokovic,Total,106,47,88,46,85,46,3,638,20210906,M,US_Open,R16
92531,19710704-M-Wimbledon-F-John_Newcombe-Stan_Smith,John Newcombe,Total,150,54,110,47,99,47,7,413,19710704,M,Wimbledon,F
92551,19710704-M-Wimbledon-F-John_Newcombe-Stan_Smith,Stan Smith,Total,148,46,97,41,86,41,8,365,19710704,M,Wimbledon,F
92572,20210827-M-US_Open-Q3-Enzo_Couacaud-Botic_Van_De_Zandschulp,Enzo Couacaud,Total,102,39,83,37,78,37,0,447,20210827,M,US_Open,Q3
92593,20210827-M-US_Open-Q3-Enzo_Couacaud-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,84,29,63,28,55,28,2,302,20210827,M,US_Open,Q3
92614,20210831-M-US_Open-R128-Mikael_Ymer-Jenson_Brooksby,Mikael Ymer,Total,137,63,123,62,122,62,0,1031,20210831,M,US_Open,R128
92635,20210831-M-US_Open-R128-Mikael_Ymer-Jenson_Brooksby,Jenson Brooksby,Total,136,68,113,64,110,64,1,830,20210831,M,US_Open,R128
92656,20210831-M-US_Open-R128-Maxime_Cressy-Pablo_Carreno_Busta,Maxime Cressy,Total,162,53,113,49,110,49,2,655,20210831,M,US_Open,R128
92677,20210831-M-US_Open-R128-Maxime_Cressy-Pablo_Carreno_Busta,Pablo Carreno Busta,Total,141,34,55,24,55,24,5,279,20210831,M,US_Open,R128
92698,20210827-M-US_Open-Q3-Ivo_Karlovic-Yuichi_Sugita,Ivo Karlovic,Total,61,22,47,21,45,21,1,244,20210827,M,US_Open,Q3
92719,20210827-M-US_Open-Q3-Ivo_Karlovic-Yuichi_Sugita,Yuichi Sugita,Total,50,11,21,10,20,10,0,100,20210827,M,US_Open,Q3
92740,20210906-M-US_Open-R16-Jannik_Sinner-Alexander_Zverev,Jannik Sinner,Total,107,34,65,31,61,31,5,388,20210906,M,US_Open,R16
92761,20210906-M-US_Open-R16-Jannik_Sinner-Alexander_Zverev,Alexander Zverev,Total,106,38,77,36,72,36,2,456,20210906,M,US_Open,R16
92782,19930214-M-Milan-F-Sergi_Bruguera-Boris_Becker,Sergi Bruguera,Total,58,18,37,14,37,14,0,164,19930214,M,Milan,F
92803,19930214-M-Milan-F-Sergi_Bruguera-Boris_Becker,Boris Becker,Total,48,21,40,20,37,20,2,238,19930214,M,Milan,F
92824,20210831-M-US_Open-R128-Andreas_Seppi-Marton_Fucsovics,Andreas Seppi,Total,157,49,112,40,104,40,2,695,20210831,M,US_Open,R128
92845,20210831-M-US_Open-R128-Andreas_Seppi-Marton_Fucsovics,Marton Fucsovics,Total,162,59,119,54,112,54,0,720,20210831,M,US_Open,R128
92866,20210910-M-US_Open-SF-Novak_Djokovic-Alexander_Zverev,Novak Djokovic,Total,124,43,75,35,74,35,0,707,20210910,M,US_Open,SF
92887,20210910-M-US_Open-SF-Novak_Djokovic-Alexander_Zverev,Alexander Zverev,Total,150,52,111,50,109,50,0,742,20210910,M,US_Open,SF
92908,20210918-M-Davis_Cup_Group_I-RR-Francisco_Llanes-Botic_Van_De_Zandschulp,Francisco Llanes,Total,40,13,28,9,28,9,1,197,20210918,M,Davis_Cup_Group_I,RR
92929,20210918-M-Davis_Cup_Group_I-RR-Francisco_Llanes-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,50,32,46,31,44,31,0,275,20210918,M,Davis_Cup_Group_I,RR
92949,20210918-M-Davis_Cup_Group_I-RR-Martin_Cuevas-Tallon_Griekspoor,Martin Cuevas,Total,78,27,67,24,62,24,1,306,20210918,M,Davis_Cup_Group_I,RR
92970,20210918-M-Davis_Cup_Group_I-RR-Martin_Cuevas-Tallon_Griekspoor,Tallon Griekspoor,Total,97,42,76,34,71,34,0,453,20210918,M,Davis_Cup_Group_I,RR
92991,20210831-M-US_Open-R128-Tallon_Griekspoor-Jan_Lennard_Struff,Tallon Griekspoor,Total,161,53,95,37,78,37,2,436,20210831,M,US_Open,R128
93012,20210831-M-US_Open-R128-Tallon_Griekspoor-Jan_Lennard_Struff,Jan Lennard Struff,Total,180,61,103,54,91,54,4,434,20210831,M,US_Open,R128
93033,19910810-M-Cincinnati_Masters-SF-Boris_Becker-Guy_Forget,Boris Becker,Total,93,25,68,23,60,23,1,296,19910810,M,Cincinnati_Masters,SF
93054,19910810-M-Cincinnati_Masters-SF-Boris_Becker-Guy_Forget,Guy Forget,Total,106,37,65,31,59,31,2,255,19910810,M,Cincinnati_Masters,SF
93075,20210903-M-US_Open-R32-Stefanos_Tsitsipas-Carlos_Alcaraz,Stefanos Tsitsipas,Total,170,68,140,66,134,66,2,780,20210903,M,US_Open,R32
93096,20210903-M-US_Open-R32-Stefanos_Tsitsipas-Carlos_Alcaraz,Carlos Alcaraz,Total,156,57,104,52,99,52,5,596,20210903,M,US_Open,R32
93117,20141017-M-Stockholm-QF-Grigor_Dimitrov-Jack_Sock,Grigor Dimitrov,Total,95,34,67,32,67,32,3,331,20141017,M,Stockholm,QF
93138,20141017-M-Stockholm-QF-Grigor_Dimitrov-Jack_Sock,Jack Sock,Total,92,24,62,22,60,22,2,310,20141017,M,Stockholm,QF
93159,20131027-M-Valencia-F-Mikhail_Youzhny-David_Ferrer,Mikhail Youzhny,Total,59,25,52,24,50,24,1,315,20131027,M,Valencia,F
93180,20131027-M-Valencia-F-Mikhail_Youzhny-David_Ferrer,David Ferrer,Total,62,22,45,20,43,20,1,292,20131027,M,Valencia,F
93201,20121028-M-Valencia-F-David_Ferrer-Alexandr_Dolgopolov,David Ferrer,Total,74,26,57,22,55,22,1,388,20121028,M,Valencia,F
93222,20121028-M-Valencia-F-David_Ferrer-Alexandr_Dolgopolov,Alexandr Dolgopolov,Total,78,22,55,21,50,21,0,489,20121028,M,Valencia,F
93243,20100214-M-Rotterdam-F-Robin_Soderling-Mikhail_Youzhny,Robin Soderling,Total,32,18,30,17,27,17,0,223,20100214,M,Rotterdam,F
93263,20100214-M-Rotterdam-F-Robin_Soderling-Mikhail_Youzhny,Mikhail Youzhny,Total,34,14,24,12,23,12,1,160,20100214,M,Rotterdam,F
93283,20120304-M-Acapulco-F-David_Ferrer-Fernando_Verdasco,David Ferrer,Total,50,27,36,23,35,23,1,249,20120304,M,Acapulco,F
93304,20120304-M-Acapulco-F-David_Ferrer-Fernando_Verdasco,Fernando Verdasco,Total,39,7,28,6,25,6,0,139,20120304,M,Acapulco,F
93325,20120226-M-Memphis-F-Milos_Raonic-Jurgen_Melzer,Milos Raonic,Total,80,23,52,21,50,21,1,265,20120226,M,Memphis,F
93346,20120226-M-Memphis-F-Milos_Raonic-Jurgen_Melzer,Jurgen Melzer,Total,73,21,40,18,38,18,1,199,20120226,M,Memphis,F
93367,20120722-M-Hamburg-F-Tommy_Haas-Juan_Monaco,Tommy Haas,Total,75,31,65,29,65,29,1,446,20120722,M,Hamburg,F
93388,20120722-M-Hamburg-F-Tommy_Haas-Juan_Monaco,Juan Monaco,Total,73,33,61,32,61,32,0,403,20120722,M,Hamburg,F
93409,20210902-M-US_Open-R64-Taylor_Fritz-Jenson_Brooksby,Taylor Fritz,Total,162,58,129,54,120,54,2,872,20210902,M,US_Open,R64
93430,20210902-M-US_Open-R64-Taylor_Fritz-Jenson_Brooksby,Jenson Brooksby,Total,161,60,120,54,114,54,2,797,20210902,M,US_Open,R64
93451,20210902-M-US_Open-R64-Jordan_Thompson-Aslan_Karatsev,Jordan Thompson,Total,105,37,70,30,64,30,2,353,20210902,M,US_Open,R64
93472,20210902-M-US_Open-R64-Jordan_Thompson-Aslan_Karatsev,Aslan Karatsev,Total,131,46,87,41,79,41,0,580,20210902,M,US_Open,R64
93493,20090726-M-Hamburg-F-Paul_Henri_Mathieu-Nikolay_Davydenko,Paul Henri Mathieu,Total,49,18,39,17,38,17,1,256,20090726,M,Hamburg,F
93514,20090726-M-Hamburg-F-Paul_Henri_Mathieu-Nikolay_Davydenko,Nikolay Davydenko,Total,62,32,55,30,50,30,1,296,20090726,M,Hamburg,F
93535,20211003-M-Sofia-F-Jannik_Sinner-Gael_Monfils,Jannik Sinner,Total,51,17,36,15,33,15,0,238,20211003,M,Sofia,F
93556,20211003-M-Sofia-F-Jannik_Sinner-Gael_Monfils,Gael Monfils,Total,54,12,42,11,39,11,0,315,20211003,M,Sofia,F
93577,20130731-M-Hamburg-F-Federico_Delbonis-Fabio_Fognini,Federico Delbonis,Total,89,32,73,29,71,29,0,396,20130731,M,Hamburg,F
93598,20130731-M-Hamburg-F-Federico_Delbonis-Fabio_Fognini,Fabio Fognini,Total,112,48,92,46,89,46,0,634,20130731,M,Hamburg,F
93619,20211003-M-Murcia_CH-F-Roberto_Carballes_Baena-Tallon_Griekspoor,Roberto Carballes Baena,Total,98,41,76,38,74,38,2,358,20211003,M,Murcia_CH,F
93640,20211003-M-Murcia_CH-F-Roberto_Carballes_Baena-Tallon_Griekspoor,Tallon Griekspoor,Total,86,33,64,31,56,31,3,379,20211003,M,Murcia_CH,F
93661,20211010-M-Napoli_CH-F-Tallon_Griekspoor-Andrea_Pellegrino,Tallon Griekspoor,Total,47,24,36,23,34,23,1,192,20211010,M,Napoli_CH,F
93681,20211010-M-Napoli_CH-F-Tallon_Griekspoor-Andrea_Pellegrino,Andrea Pellegrino,Total,59,18,47,18,47,18,0,251,20211010,M,Napoli_CH,F
93702,19990822-M-Washington-F-Yevgeny_Kafelnikov-Andre_Agassi,Yevgeny Kafelnikov,Total,63,19,40,18,38,18,3,219,19990822,M,Washington,F
93723,19990822-M-Washington-F-Yevgeny_Kafelnikov-Andre_Agassi,Andre Agassi,Total,63,28,48,24,45,24,3,303,19990822,M,Washington,F
93744,20210905-M-US_Open-R16-Peter_Gojowczyk-Carlos_Alcaraz,Peter Gojowczyk,Total,142,60,118,56,112,56,2,608,20210905,M,US_Open,R16
93765,20210905-M-US_Open-R16-Peter_Gojowczyk-Carlos_Alcaraz,Carlos Alcaraz,Total,149,79,120,67,111,67,2,644,20210905,M,US_Open,R16
93786,20211007-M-Indian_Wells_Masters-R128-Marcos_Giron-Botic_Van_De_Zandschulp,Marcos Giron,Total,108,41,86,32,81,32,0,504,20211007,M,Indian_Wells_Masters,R128
93807,20211007-M-Indian_Wells_Masters-R128-Marcos_Giron-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,116,40,94,38,87,38,2,602,20211007,M,Indian_Wells_Masters,R128
93828,20211013-M-Indian_Wells_Masters-R16-Grigor_Dimitrov-Daniil_Medvedev,Grigor Dimitrov,Total,81,38,62,32,60,32,1,481,20211013,M,Indian_Wells_Masters,R16
93849,20211013-M-Indian_Wells_Masters-R16-Grigor_Dimitrov-Daniil_Medvedev,Daniil Medvedev,Total,90,37,77,32,76,32,1,732,20211013,M,Indian_Wells_Masters,R16
93870,20211010-M-Indian_Wells_Masters-R64-Andy_Murray-Carlos_Alcaraz,Andy Murray,Total,96,42,85,39,83,39,1,481,20211010,M,Indian_Wells_Masters,R64
93891,20211010-M-Indian_Wells_Masters-R64-Andy_Murray-Carlos_Alcaraz,Carlos Alcaraz,Total,101,38,81,35,75,35,0,520,20211010,M,Indian_Wells_Masters,R64
93912,20110724-M-Hamburg-F-Nicolas_Almagro-Gilles_Simon,Nicolas Almagro,Total,112,47,96,46,95,46,1,748,20110724,M,Hamburg,F
93933,20110724-M-Hamburg-F-Nicolas_Almagro-Gilles_Simon,Gilles Simon,Total,85,34,70,33,70,33,0,526,20110724,M,Hamburg,F
93954,20211017-M-Indian_Wells_Masters-F-Nikoloz_Basilashvili-Cameron_Norrie,Nikoloz Basilashvili,Total,72,25,54,23,52,23,0,291,20211017,M,Indian_Wells_Masters,F
93975,20211017-M-Indian_Wells_Masters-F-Nikoloz_Basilashvili-Cameron_Norrie,Cameron Norrie,Total,74,32,70,32,69,32,0,458,20211017,M,Indian_Wells_Masters,F
93996,20211017-M-Ercolano_CH-F-Alexander_Ritschard-Tallon_Griekspoor,Alexander Ritschard,Total,45,12,31,12,29,12,0,125,20211017,M,Ercolano_CH,F
94017,20211017-M-Ercolano_CH-F-Alexander_Ritschard-Tallon_Griekspoor,Tallon Griekspoor,Total,63,32,54,32,50,32,0,275,20211017,M,Ercolano_CH,F
94038,20211016-M-Indian_Wells_Masters-SF-Grigor_Dimitrov-Cameron_Norrie,Grigor Dimitrov,Total,55,19,40,18,40,18,0,337,20211016,M,Indian_Wells_Masters,SF
94059,20211016-M-Indian_Wells_Masters-SF-Grigor_Dimitrov-Cameron_Norrie,Cameron Norrie,Total,62,28,50,24,46,24,1,308,20211016,M,Indian_Wells_Masters,SF
94080,20211014-M-Villena_CH-R16-Hugo_Grenier-Feliciano_Lopez,Hugo Grenier,Total,81,35,58,31,53,31,0,274,20211014,M,Villena_CH,R16
94101,20211014-M-Villena_CH-R16-Hugo_Grenier-Feliciano_Lopez,Feliciano Lopez,Total,76,23,51,21,46,21,1,377,20211014,M,Villena_CH,R16
94122,20211013-M-Villena_CH-R32-Feliciano_Lopez-Roberto_Marcora,Feliciano Lopez,Total,49,23,35,19,30,19,0,154,20211013,M,Villena_CH,R32
94143,20211013-M-Villena_CH-R32-Feliciano_Lopez-Roberto_Marcora,Roberto Marcora,Total,41,9,21,8,17,8,0,91,20211013,M,Villena_CH,R32
94164,20211020-M-Antwerp-R16-Botic_Van_De_Zandschulp-Jenson_Brooksby,Botic Van De Zandschulp,Total,41,10,33,9,29,9,2,202,20211020,M,Antwerp,R16
94184,20211020-M-Antwerp-R16-Botic_Van_De_Zandschulp-Jenson_Brooksby,Jenson Brooksby,Total,51,29,36,25,35,25,0,176,20211020,M,Antwerp,R16
94205,20211016-M-Indian_Wells_Masters-SF-Taylor_Fritz-Nikoloz_Basilashvili,Taylor Fritz,Total,90,31,75,30,72,30,2,398,20211016,M,Indian_Wells_Masters,SF
94226,20211016-M-Indian_Wells_Masters-SF-Taylor_Fritz-Nikoloz_Basilashvili,Nikoloz Basilashvili,Total,63,20,38,17,34,17,1,232,20211016,M,Indian_Wells_Masters,SF
94246,19710916-M-US_Open-F-Jan_Kodes-Stan_Smith,Jan Kodes,Total,75,30,51,27,48,27,5,196,19710916,M,US_Open,F
94267,19710916-M-US_Open-F-Jan_Kodes-Stan_Smith,Stan Smith,Total,91,43,72,39,65,39,10,270,19710916,M,US_Open,F
94287,20211022-M-Antwerp-QF-Jenson_Brooksby-Alejandro_Davidovich_Fokina,Jenson Brooksby,Total,76,39,60,35,59,35,0,437,20211022,M,Antwerp,QF
94308,20211022-M-Antwerp-QF-Jenson_Brooksby-Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,Total,61,22,51,21,49,21,1,334,20211022,M,Antwerp,QF
94329,20211022-M-Antwerp-QF-Brandon_Nakashima-Diego_Schwartzman,Brandon Nakashima,Total,43,7,34,5,32,5,0,222,20211022,M,Antwerp,QF
94350,20211022-M-Antwerp-QF-Brandon_Nakashima-Diego_Schwartzman,Diego Schwartzman,Total,71,31,54,31,54,31,0,510,20211022,M,Antwerp,QF
94371,20211024-M-Antwerp-F-Diego_Schwartzman-Jannik_Sinner,Diego Schwartzman,Total,44,10,29,8,27,8,0,264,20211024,M,Antwerp,F
94392,20211024-M-Antwerp-F-Diego_Schwartzman-Jannik_Sinner,Jannik Sinner,Total,49,26,42,25,39,25,3,268,20211024,M,Antwerp,F
94413,19911102-M-Paris_Masters-SF-Michael_Chang-Pete_Sampras,Michael Chang,Total,52,15,37,13,34,13,1,195,19911102,M,Paris_Masters,SF
94433,19911102-M-Paris_Masters-SF-Michael_Chang-Pete_Sampras,Pete Sampras,Total,59,24,54,22,50,22,0,375,19911102,M,Paris_Masters,SF
94454,20211022-M-Antwerp-QF-Arthur_Rinderknech-Jannik_Sinner,Arthur Rinderknech,Total,45,10,38,9,37,9,0,232,20211022,M,Antwerp,QF
94475,20211022-M-Antwerp-QF-Arthur_Rinderknech-Jannik_Sinner,Jannik Sinner,Total,56,25,35,24,34,24,1,200,20211022,M,Antwerp,QF
94496,20090127-M-Australian_Open-QF-Andy_Roddick-Novak_Djokovic,Andy Roddick,Total,115,49,86,44,85,44,1,537,20090127,M,Australian_Open,QF
94517,20090127-M-Australian_Open-QF-Andy_Roddick-Novak_Djokovic,Novak Djokovic,Total,87,22,43,17,41,17,2,262,20090127,M,Australian_Open,QF
94538,20211023-M-Buenos_Aires_CH-QF-Juan_Pablo_Varillas-Sebastian_Baez,Juan Pablo Varillas,Total,58,18,51,18,47,18,0,318,20211023,M,Buenos_Aires_CH,QF
94555,20211023-M-Buenos_Aires_CH-QF-Juan_Pablo_Varillas-Sebastian_Baez,Sebastian Baez,Total,53,23,42,21,41,21,0,286,20211023,M,Buenos_Aires_CH,QF
94573,20211025-M-Vienna-R32-Hubert_Hurkacz-Andy_Murray,Hubert Hurkacz,Total,103,30,75,27,69,27,1,518,20211025,M,Vienna,R32
94594,20211025-M-Vienna-R32-Hubert_Hurkacz-Andy_Murray,Andy Murray,Total,94,30,70,30,67,30,0,360,20211025,M,Vienna,R32
94615,20211028-M-Vienna-R16-Gael_Monfils-Diego_Schwartzman,Gael Monfils,Total,94,28,73,26,69,26,1,528,20211028,M,Vienna,R16
94636,20211028-M-Vienna-R16-Gael_Monfils-Diego_Schwartzman,Diego Schwartzman,Total,107,43,75,36,69,36,0,579,20211028,M,Vienna,R16
94657,20040902-M-US_Open-R64-Rafael_Nadal-Andy_Roddick,Rafael Nadal,Total,74,24,43,21,37,21,1,209,20040902,M,US_Open,R64
94678,20040902-M-US_Open-R64-Rafael_Nadal-Andy_Roddick,Andy Roddick,Total,74,41,62,37,61,37,0,491,20040902,M,US_Open,R64
94699,20120628-M-Wimbledon-R64-Lukas_Rosol-Rafael_Nadal,Lukas Rosol,Total,139,37,86,35,73,35,3,388,20120628,M,Wimbledon,R64
94720,20120628-M-Wimbledon-R64-Lukas_Rosol-Rafael_Nadal,Rafael Nadal,Total,137,35,86,32,82,32,1,433,20120628,M,Wimbledon,R64
94741,20030902-M-US_Open-R16-Roger_Federer-David_Nalbandian,Roger Federer,Total,112,39,88,35,80,35,3,525,20030902,M,US_Open,R16
94762,20030902-M-US_Open-R16-Roger_Federer-David_Nalbandian,David Nalbandian,Total,143,63,102,59,96,59,4,468,20030902,M,US_Open,R16
94783,20211027-M-Vienna-R32-Reilly_Opelka-Jannik_Sinner,Reilly Opelka,Total,42,6,31,5,28,5,0,147,20211027,M,Vienna,R32
94801,20211027-M-Vienna-R32-Reilly_Opelka-Jannik_Sinner,Jannik Sinner,Total,50,20,25,19,25,19,1,128,20211027,M,Vienna,R32
94819,20030120-M-Australian_Open-R16-Roger_Federer-David_Nalbandian,Roger Federer,Total,133,53,109,51,102,51,4,612,20030120,M,Australian_Open,R16
94840,20030120-M-Australian_Open-R16-Roger_Federer-David_Nalbandian,David Nalbandian,Total,148,64,104,55,101,55,3,577,20030120,M,Australian_Open,R16
94861,20211021-M-Buenos_Aires_CH-R16-Sebastian_Baez-Juan_Ignacio_Londero,Sebastian Baez,Total,67,39,60,35,54,35,1,300,20211021,M,Buenos_Aires_CH,R16
94878,20211021-M-Buenos_Aires_CH-R16-Sebastian_Baez-Juan_Ignacio_Londero,Juan Ignacio Londero,Total,50,23,42,21,39,21,0,249,20211021,M,Buenos_Aires_CH,R16
94895,20211008-M-Santiago_CH-QF-Facundo_Mena-Sebastian_Baez,Facundo Mena,Total,59,23,58,23,52,23,0,336,20211008,M,Santiago_CH,QF
94912,20211008-M-Santiago_CH-QF-Facundo_Mena-Sebastian_Baez,Sebastian Baez,Total,54,31,49,29,45,29,0,247,20211008,M,Santiago_CH,QF
94930,20210903-M-US_Open-R32-Pablo_Andujar-Daniil_Medvedev,Pablo Andujar,Total,71,23,49,22,47,22,0,297,20210903,M,US_Open,R32
94947,20210903-M-US_Open-R32-Pablo_Andujar-Daniil_Medvedev,Daniil Medvedev,Total,95,51,74,43,73,43,0,552,20210903,M,US_Open,R32
94964,20210905-M-US_Open-R16-Daniil_Medvedev-Daniel_Evans,Daniil Medvedev,Total,77,36,66,33,66,33,3,392,20210905,M,US_Open,R16
94982,20210905-M-US_Open-R16-Daniil_Medvedev-Daniel_Evans,Daniel Evans,Total,78,20,42,18,42,18,1,304,20210905,M,US_Open,R16
95000,20211031-M-Ismaning_CH-F-Lukas_Lacko-Oscar_Otte,Lukas Lacko,Total,46,6,22,6,20,6,1,132,20211031,M,Ismaning_CH,F
95021,20211031-M-Ismaning_CH-F-Lukas_Lacko-Oscar_Otte,Oscar Otte,Total,73,29,51,25,48,25,4,266,20211031,M,Ismaning_CH,F
95042,20211102-M-Tenerife_CH-R32-Dalibor_Svrcina-Feliciano_Lopez,Dalibor Svrcina,Total,95,37,62,32,59,32,1,285,20211102,M,Tenerife_CH,R32
95063,20211102-M-Tenerife_CH-R32-Dalibor_Svrcina-Feliciano_Lopez,Feliciano Lopez,Total,81,28,69,26,63,26,1,407,20211102,M,Tenerife_CH,R32
95084,20211102-M-Paris_Masters-R64-Reilly_Opelka-Filip_Krajinovic,Reilly Opelka,Total,63,20,41,17,36,17,2,200,20211102,M,Paris_Masters,R64
95102,20211102-M-Paris_Masters-R64-Reilly_Opelka-Filip_Krajinovic,Filip Krajinovic,Total,60,11,32,9,32,9,0,171,20211102,M,Paris_Masters,R64
95120,20211107-M-Eckental_CH-F-Maxime_Cressy-Daniel_Masur,Maxime Cressy,Total,48,14,34,12,32,12,2,196,20211107,M,Eckental_CH,F
95141,20211107-M-Eckental_CH-F-Maxime_Cressy-Daniel_Masur,Daniel Masur,Total,46,18,27,14,26,14,6,112,20211107,M,Eckental_CH,F
95161,20211107-M-Guayaquil_CH-F-Jesper_De_Jong-Alejandro_Tabilo,Jesper De Jong,Total,50,15,36,13,35,13,1,203,20211107,M,Guayaquil_CH,F
95182,20211107-M-Guayaquil_CH-F-Jesper_De_Jong-Alejandro_Tabilo,Alejandro Tabilo,Total,60,32,56,31,53,31,0,339,20211107,M,Guayaquil_CH,F
95203,20211107-M-Tenerife_CH-F-Feliciano_Lopez-Tallon_Griekspoor,Feliciano Lopez,Total,61,20,40,19,38,19,1,210,20211107,M,Tenerife_CH,F
95224,20211107-M-Tenerife_CH-F-Feliciano_Lopez-Tallon_Griekspoor,Tallon Griekspoor,Total,65,26,46,22,42,22,0,255,20211107,M,Tenerife_CH,F
95245,20211030-M-Vienna-SF-Frances_Tiafoe-Jannik_Sinner,Frances Tiafoe,Total,85,35,63,32,55,32,2,329,20211030,M,Vienna,SF
95266,20211030-M-Vienna-SF-Frances_Tiafoe-Jannik_Sinner,Jannik Sinner,Total,101,39,74,39,69,39,3,348,20211030,M,Vienna,SF
95287,20211106-M-Paris_Masters-SF-Alexander_Zverev-Daniil_Medvedev,Alexander Zverev,Total,51,14,41,14,41,14,0,317,20211106,M,Paris_Masters,SF
95305,20211106-M-Paris_Masters-SF-Alexander_Zverev-Daniil_Medvedev,Daniil Medvedev,Total,57,28,39,24,39,24,0,363,20211106,M,Paris_Masters,SF
95323,20210213-M-Australian_Open-R32-Karen_Khachanov-Matteo_Berrettini,Karen Khachanov,Total,122,35,86,34,79,34,0,482,20210213,M,Australian_Open,R32
95341,20210213-M-Australian_Open-R32-Karen_Khachanov-Matteo_Berrettini,Matteo Berrettini,Total,122,42,98,39,94,39,0,565,20210213,M,Australian_Open,R32
95359,20211107-M-Paris_Masters-F-Novak_Djokovic-Daniil_Medvedev,Novak Djokovic,Total,88,40,68,37,65,37,3,525,20211107,M,Paris_Masters,F
95380,20211107-M-Paris_Masters-F-Novak_Djokovic-Daniil_Medvedev,Daniil Medvedev,Total,86,32,67,30,66,30,0,474,20211107,M,Paris_Masters,F
95401,20180227-M-Dubai-R32-Grigor_Dimitrov-Malek_Jaziri,Grigor Dimitrov,Total,94,27,69,24,64,24,2,346,20180227,M,Dubai,R32
95422,20180227-M-Dubai-R32-Grigor_Dimitrov-Malek_Jaziri,Malek Jaziri,Total,119,45,60,33,56,33,9,280,20180227,M,Dubai,R32
95443,20211013-M-Indian_Wells_Masters-R16-Hubert_Hurkacz-Aslan_Karatsev,Hubert Hurkacz,Total,51,29,39,24,39,24,0,193,20211013,M,Indian_Wells_Masters,R16
