,match_id,player,row,returnable,shallow,deep,very_deep,unforced,err_net,err_deep,err_wide,err_wide_deep,tourney_date,sm,tourney_name,sm2
76409,19860606-M-Roland_Garros-SF-Henri_Leconte-Mikael_Pernfors,Mikael Pernfors,Total,81,19,58,4,4,3,0,1,0,19860606,M,Roland_Garros,SF
76427,19860607-M-Roland_Garros-SF-Johan_Kriek-Ivan_Lendl,Johan Kriek,Total,51,6,39,2,5,1,1,2,1,19860607,M,Roland_Garros,SF
76445,19860607-M-Roland_Garros-SF-Johan_Kriek-Ivan_Lendl,Ivan Lendl,Total,56,17,37,0,2,0,2,0,0,19860607,M,Roland_Garros,SF
76463,20210531-M-Roland_Garros-R128-Denis_Istomin-Roger_Federer,Denis Istomin,Total,44,13,29,4,2,1,1,0,0,20210531,M,Roland_Garros,R128
76480,20210531-M-Roland_Garros-R128-Denis_Istomin-Roger_Federer,Roger Federer,Total,68,14,48,5,6,1,3,1,1,20210531,M,Roland_Garros,R128
76498,19860704-M-Wimbledon-SF-Ivan_Lendl-Slobodan_Zivojinovic,Ivan Lendl,Total,71,35,28,2,8,0,4,4,0,19860704,M,Wimbledon,SF
76516,19860704-M-Wimbledon-SF-Ivan_Lendl-Slobodan_Zivojinovic,Slobodan Zivojinovic,Total,45,16,26,2,3,1,1,1,0,19860704,M,Wimbledon,SF
76534,20210602-M-Roland_Garros-R64-Botic_Van_De_Zandschulp-Alejandro_Davidovich_Fokina,Botic Van De Zandschulp,Total,114,34,79,32,7,4,3,0,0,20210602,M,Roland_Garros,R64
76552,20210602-M-Roland_Garros-R64-Botic_Van_De_Zandschulp-Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,Total,127,30,98,41,2,2,0,0,0,20210602,M,Roland_Garros,R64
76570,20210605-M-Roland_Garros-R32-Roger_Federer-Dominik_Koepfer,Roger Federer,Total,134,30,95,46,11,1,5,2,3,20210605,M,Roland_Garros,R32
76588,20210605-M-Roland_Garros-R32-Roger_Federer-Dominik_Koepfer,Dominik Koepfer,Total,127,31,89,29,3,3,0,0,0,20210605,M,Roland_Garros,R32
76606,20210530-M-Roland_Garros-R128-Gilles_Simon-Marton_Fucsovics,Gilles Simon,Total,79,17,59,26,5,2,1,2,0,20210530,M,Roland_Garros,R128
76624,20210530-M-Roland_Garros-R128-Gilles_Simon-Marton_Fucsovics,Marton Fucsovics,Total,112,19,92,39,1,0,1,0,0,20210530,M,Roland_Garros,R128
76642,20210603-M-Roland_Garros-R64-Mikael_Ymer-Gael_Monfils,Mikael Ymer,Total,92,22,67,26,2,0,2,0,0,20210603,M,Roland_Garros,R64
76660,20210603-M-Roland_Garros-R64-Mikael_Ymer-Gael_Monfils,Gael Monfils,Total,82,13,71,34,4,1,2,1,0,20210603,M,Roland_Garros,R64
76678,20210602-M-Roland_Garros-R64-Marin_Cilic-Roger_Federer,Marin Cilic,Total,77,12,57,5,8,4,1,3,0,20210602,M,Roland_Garros,R64
76696,20210602-M-Roland_Garros-R64-Marin_Cilic-Roger_Federer,Roger Federer,Total,79,18,56,5,5,1,3,1,0,20210602,M,Roland_Garros,R64
76714,20210608-M-Roland_Garros-QF-Stefanos_Tsitsipas-Daniil_Medvedev,Stefanos Tsitsipas,Total,88,20,64,1,3,0,2,1,0,20210608,M,Roland_Garros,QF
76732,20210608-M-Roland_Garros-QF-Stefanos_Tsitsipas-Daniil_Medvedev,Daniil Medvedev,Total,78,13,59,6,6,3,3,0,0,20210608,M,Roland_Garros,QF
76750,20210611-M-Roland_Garros-SF-Rafael_Nadal-Novak_Djokovic,Rafael Nadal,Total,117,38,75,30,5,1,1,3,0,20210611,M,Roland_Garros,SF
76768,20210611-M-Roland_Garros-SF-Rafael_Nadal-Novak_Djokovic,Novak Djokovic,Total,109,21,85,35,4,0,4,0,0,20210611,M,Roland_Garros,SF
76785,20210613-M-Roland_Garros-F-Stefanos_Tsitsipas-Novak_Djokovic,Stefanos Tsitsipas,Total,105,21,81,5,3,1,1,1,0,20210613,M,Roland_Garros,F
76802,20210613-M-Roland_Garros-F-Stefanos_Tsitsipas-Novak_Djokovic,Novak Djokovic,Total,136,23,104,13,9,2,4,2,1,20210613,M,Roland_Garros,F
76820,20210611-M-Roland_Garros-SF-Stefanos_Tsitsipas-Alexander_Zverev,Stefanos Tsitsipas,Total,98,32,60,7,6,1,2,3,0,20210611,M,Roland_Garros,SF
76838,20210611-M-Roland_Garros-SF-Stefanos_Tsitsipas-Alexander_Zverev,Alexander Zverev,Total,98,25,69,6,4,1,1,2,0,20210611,M,Roland_Garros,SF
76856,20210615-M-Halle-R32-Ricardas_Berankis-Kei_Nishikori,Ricardas Berankis,Total,50,6,40,19,3,1,1,1,0,20210615,M,Halle,R32
76874,20210615-M-Halle-R32-Ricardas_Berankis-Kei_Nishikori,Kei Nishikori,Total,52,10,36,15,4,3,1,0,0,20210615,M,Halle,R32
76892,20210613-M-Bratislava_CH-F-Tallon_Griekspoor-Sebastian_Baez,Tallon Griekspoor,Total,64,12,44,16,5,2,1,0,1,20210613,M,Bratislava_CH,F
76910,20210613-M-Bratislava_CH-F-Tallon_Griekspoor-Sebastian_Baez,Sebastian Baez,Total,46,17,24,11,3,2,1,0,0,20210613,M,Bratislava_CH,F
76928,20210613-M-Lyon_CH-F-Pablo_Cuevas-Elias_Ymer,Pablo Cuevas,Total,47,10,38,16,0,0,0,0,0,20210613,M,Lyon_CH,F
76946,20210613-M-Lyon_CH-F-Pablo_Cuevas-Elias_Ymer,Elias Ymer,Total,21,8,15,8,1,0,0,1,0,20210613,M,Lyon_CH,F
76964,20210619-M-Almaty_CH-F-Jesper_De_Jong-Tomas_Barrios_Vera,Jesper De Jong,Total,33,6,26,16,1,1,0,0,0,20210619,M,Almaty_CH,F
76982,20210619-M-Almaty_CH-F-Jesper_De_Jong-Tomas_Barrios_Vera,Tomas Barrios Vera,Total,34,4,25,11,4,1,3,0,0,20210619,M,Almaty_CH,F
77000,20210620-M-Queens_Club-F-Cameron_Norrie-Matteo_Berrettini,Cameron Norrie,Total,41,14,25,4,2,1,0,1,0,20210620,M,Queens_Club,F
77018,20210620-M-Queens_Club-F-Cameron_Norrie-Matteo_Berrettini,Matteo Berrettini,Total,63,18,42,1,3,1,1,1,0,20210620,M,Queens_Club,F
77036,20210414-M-Split_CH-R16-Filip_Horansky-Thanasi_Kokkinakis,Filip Horansky,Total,33,0,0,0,1,0,1,0,0,20210414,M,Split_CH,R16
77054,20210414-M-Split_CH-R16-Filip_Horansky-Thanasi_Kokkinakis,Thanasi Kokkinakis,Total,41,0,0,0,0,0,0,0,0,20210414,M,Split_CH,R16
77072,20210615-M-Queens_Club-R32-Andy_Murray-Benoit_Paire,Andy Murray,Total,36,0,0,0,3,1,1,1,0,20210615,M,Queens_Club,R32
77089,20210615-M-Queens_Club-R32-Andy_Murray-Benoit_Paire,Benoit Paire,Total,37,0,0,0,5,1,4,0,0,20210615,M,Queens_Club,R32
77107,19970330-M-Casablanca-F-Franco_Squillari-Hicham_Arazi,Franco Squillari,Total,61,12,45,23,4,2,2,0,0,19970330,M,Casablanca,F
77125,19970330-M-Casablanca-F-Franco_Squillari-Hicham_Arazi,Hicham Arazi,Total,54,13,37,17,4,2,1,0,0,19970330,M,Casablanca,F
77143,19810605-M-Roland_Garros-SF-Jose_Luis_Clerc-Ivan_Lendl,Jose Luis Clerc,Total,149,30,113,15,6,2,1,3,0,19810605,M,Roland_Garros,SF
77161,19810605-M-Roland_Garros-SF-Jose_Luis_Clerc-Ivan_Lendl,Ivan Lendl,Total,141,21,116,7,4,2,1,1,0,19810605,M,Roland_Garros,SF
77179,20210630-M-Wimbledon-R128-Brandon_Nakashima-Taylor_Fritz,Brandon Nakashima,Total,66,16,50,22,0,0,0,0,0,20210630,M,Wimbledon,R128
77197,20210630-M-Wimbledon-R128-Brandon_Nakashima-Taylor_Fritz,Taylor Fritz,Total,80,23,55,27,1,1,0,0,0,20210630,M,Wimbledon,R128
77215,20210701-M-Wimbledon-R64-Daniil_Medvedev-Carlos_Alcaraz,Daniil Medvedev,Total,64,13,49,19,2,0,1,1,0,20210701,M,Wimbledon,R64
77233,20210701-M-Wimbledon-R64-Daniil_Medvedev-Carlos_Alcaraz,Carlos Alcaraz,Total,38,8,27,12,3,1,1,1,0,20210701,M,Wimbledon,R64
77251,20210701-M-Wimbledon-R64-Matteo_Berrettini-Botic_Van_De_Zandschulp,Matteo Berrettini,Total,71,10,58,29,4,1,2,1,0,20210701,M,Wimbledon,R64
77269,20210701-M-Wimbledon-R64-Matteo_Berrettini-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,63,19,36,19,11,5,6,0,0,20210701,M,Wimbledon,R64
77287,20210703-M-Wimbledon-R32-Cameron_Norrie-Roger_Federer,Cameron Norrie,Total,81,15,52,24,11,3,3,4,0,20210703,M,Wimbledon,R32
77305,20210703-M-Wimbledon-R32-Cameron_Norrie-Roger_Federer,Roger Federer,Total,94,25,62,25,5,1,3,0,1,20210703,M,Wimbledon,R32
77323,20210629-M-Wimbledon-R128-Roger_Federer-Adrian_Mannarino,Roger Federer,Total,94,20,71,8,3,3,0,0,0,20210629,M,Wimbledon,R128
77341,20210629-M-Wimbledon-R128-Roger_Federer-Adrian_Mannarino,Adrian Mannarino,Total,77,12,64,8,1,0,1,0,0,20210629,M,Wimbledon,R128
77359,20210630-M-Wimbledon-R128-Gregoire_Barrere-Botic_Van_De_Zandschulp,Gregoire Barrere,Total,90,18,71,32,5,3,2,0,0,20210630,M,Wimbledon,R128
77377,20210630-M-Wimbledon-R128-Gregoire_Barrere-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,102,29,69,33,7,4,2,0,0,20210630,M,Wimbledon,R128
77395,20210629-M-Wimbledon-R128-Feliciano_Lopez-Daniel_Evans,Feliciano Lopez,Total,65,15,43,23,7,2,4,0,0,20210629,M,Wimbledon,R128
77413,20210629-M-Wimbledon-R128-Feliciano_Lopez-Daniel_Evans,Daniel Evans,Total,62,25,21,11,4,4,0,0,0,20210629,M,Wimbledon,R128
77431,20210701-M-Wimbledon-R64-Richard_Gasquet-Roger_Federer,Richard Gasquet,Total,65,12,50,3,3,2,0,1,0,20210701,M,Wimbledon,R64
77449,20210701-M-Wimbledon-R64-Richard_Gasquet-Roger_Federer,Roger Federer,Total,73,18,46,8,9,4,2,2,1,20210701,M,Wimbledon,R64
77467,20210627-M-ITF_Alkmaar-F-Jelle_Sels-Nicolas_Alvarez_Varona,Jelle Sels,Total,40,12,23,6,1,0,0,1,0,20210627,M,ITF_Alkmaar,F
77485,20210627-M-ITF_Alkmaar-F-Jelle_Sels-Nicolas_Alvarez_Varona,Nicolas Alvarez Varona,Total,43,9,28,11,4,1,3,0,0,20210627,M,ITF_Alkmaar,F
77503,20210705-M-Wimbledon-R16-Lorenzo_Sonego-Roger_Federer,Lorenzo Sonego,Total,53,9,39,1,5,2,2,0,1,20210705,M,Wimbledon,R16
77521,20210705-M-Wimbledon-R16-Lorenzo_Sonego-Roger_Federer,Roger Federer,Total,84,15,62,12,7,3,4,0,0,20210705,M,Wimbledon,R16
77539,20210707-M-Wimbledon-QF-Novak_Djokovic-Marton_Fucsovics,Novak Djokovic,Total,81,23,56,23,5,1,2,2,0,20210707,M,Wimbledon,QF
77557,20210707-M-Wimbledon-QF-Novak_Djokovic-Marton_Fucsovics,Marton Fucsovics,Total,68,21,45,15,2,2,0,0,0,20210707,M,Wimbledon,QF
77575,20210711-M-Wimbledon-F-Novak_Djokovic-Matteo_Berrettini,Novak Djokovic,Total,105,25,77,13,2,0,1,1,0,20210711,M,Wimbledon,F
77593,20210711-M-Wimbledon-F-Novak_Djokovic-Matteo_Berrettini,Matteo Berrettini,Total,86,28,54,8,4,3,1,0,0,20210711,M,Wimbledon,F
77611,20210709-M-Wimbledon-SF-Hubert_Hurkacz-Matteo_Berrettini,Hubert Hurkacz,Total,57,12,40,6,5,0,1,3,1,20210709,M,Wimbledon,SF
77629,20210709-M-Wimbledon-SF-Hubert_Hurkacz-Matteo_Berrettini,Matteo Berrettini,Total,92,26,60,2,6,2,1,3,0,20210709,M,Wimbledon,SF
77647,20210709-M-Wimbledon-SF-Novak_Djokovic-Denis_Shapovalov,Novak Djokovic,Total,71,26,42,3,3,0,2,1,0,20210709,M,Wimbledon,SF
77665,20210709-M-Wimbledon-SF-Novak_Djokovic-Denis_Shapovalov,Denis Shapovalov,Total,76,19,53,5,4,2,1,1,0,20210709,M,Wimbledon,SF
77683,20210716-M-Newport-QF-Jenson_Brooksby-Peter_Gojowczyk,Jenson Brooksby,Total,36,0,0,0,3,0,0,0,0,20210716,M,Newport,QF
77701,20210716-M-Newport-QF-Jenson_Brooksby-Peter_Gojowczyk,Peter Gojowczyk,Total,34,0,1,0,4,0,0,0,0,20210716,M,Newport,QF
77718,20210717-M-Newport-SF-Jenson_Brooksby-Jordan_Thompson,Jenson Brooksby,Total,66,0,0,0,10,0,0,0,0,20210717,M,Newport,SF
77736,20210717-M-Newport-SF-Jenson_Brooksby-Jordan_Thompson,Jordan Thompson,Total,70,0,0,0,14,0,0,0,0,20210717,M,Newport,SF
77754,20200218-M-Rio_de_Janeiro-R32-Carlos_Alcaraz-Albert_Ramos,Carlos Alcaraz,Total,104,28,71,28,10,5,2,3,0,20200218,M,Rio_de_Janeiro,R32
77772,20200218-M-Rio_de_Janeiro-R32-Carlos_Alcaraz-Albert_Ramos,Albert Ramos,Total,134,32,97,39,5,2,2,1,0,20200218,M,Rio_de_Janeiro,R32
77790,20210718-M-Amersfoort_CH-F-Tallon_Griekspoor-Botic_Van_De_Zandschulp,Tallon Griekspoor,Total,61,19,41,15,3,0,2,1,0,20210718,M,Amersfoort_CH,F
77808,20210718-M-Amersfoort_CH-F-Tallon_Griekspoor-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,64,11,50,20,9,3,3,2,0,20210718,M,Amersfoort_CH,F
77826,20210704-M-ITF_The_Hague-F-Javier_Barranco_Cosano-Jelle_Sels,Javier Barranco Cosano,Total,77,20,59,28,1,0,0,1,0,20210704,M,ITF_The_Hague,F
77844,20210704-M-ITF_The_Hague-F-Javier_Barranco_Cosano-Jelle_Sels,Jelle Sels,Total,59,12,43,13,5,1,2,1,1,20210704,M,ITF_The_Hague,F
77862,20210601-M-Roland_Garros-R128-Albert_Ramos-Gael_Monfils,Albert Ramos,Total,101,30,64,26,5,2,2,1,0,20210601,M,Roland_Garros,R128
77880,20210601-M-Roland_Garros-R128-Albert_Ramos-Gael_Monfils,Gael Monfils,Total,115,22,87,36,7,3,3,0,1,20210601,M,Roland_Garros,R128
77898,20210707-M-Wimbledon-QF-Felix_Auger_Aliassime-Matteo_Berrettini,Felix Auger Aliassime,Total,84,18,63,8,3,0,2,1,0,20210707,M,Wimbledon,QF
77916,20210707-M-Wimbledon-QF-Felix_Auger_Aliassime-Matteo_Berrettini,Matteo Berrettini,Total,69,18,51,8,0,0,0,0,0,20210707,M,Wimbledon,QF
77934,20210722-M-Gstaad-R16-Feliciano_Lopez-Mikael_Ymer,Feliciano Lopez,Total,84,22,59,26,6,2,2,1,1,20210722,M,Gstaad,R16
77952,20210722-M-Gstaad-R16-Feliciano_Lopez-Mikael_Ymer,Mikael Ymer,Total,71,18,41,22,9,3,4,2,0,20210722,M,Gstaad,R16
77970,20210701-M-Wimbledon-QF-Hubert_Hurkacz-Roger_Federer,Hubert Hurkacz,Total,71,19,50,6,2,1,0,1,0,20210701,M,Wimbledon,QF
77988,20210701-M-Wimbledon-QF-Hubert_Hurkacz-Roger_Federer,Roger Federer,Total,57,14,41,6,2,1,1,0,0,20210701,M,Wimbledon,QF
78006,20210724-M-Olympics-R64-Alexander_Bublik-Daniil_Medvedev,Alexander Bublik,Total,52,0,0,0,3,2,0,1,0,20210724,M,Olympics,R64
78024,20210724-M-Olympics-R64-Alexander_Bublik-Daniil_Medvedev,Daniil Medvedev,Total,57,0,0,0,9,3,5,1,0,20210724,M,Olympics,R64
78042,20210723-M-Gstaad-QF-Cristian_Garin-Hugo_Gaston,Cristian Garin,Total,73,13,58,26,3,2,1,0,0,20210723,M,Gstaad,QF
78060,20210723-M-Gstaad-QF-Cristian_Garin-Hugo_Gaston,Hugo Gaston,Total,74,21,45,18,10,3,6,1,0,20210723,M,Gstaad,QF
78078,20100622-M-Wimbledon-R128-Nicolas_Mahut-John_Isner,Nicolas Mahut,Total,227,70,156,51,0,0,0,0,0,20100622,M,Wimbledon,R128
78096,20100622-M-Wimbledon-R128-Nicolas_Mahut-John_Isner,John Isner,Total,238,67,171,33,0,0,0,0,0,20100622,M,Wimbledon,R128
78114,20210729-M-Olympics-QF-Novak_Djokovic-Kei_Nishikori,Novak Djokovic,Total,42,10,31,14,2,0,2,0,0,20210729,M,Olympics,QF
78132,20210729-M-Olympics-QF-Novak_Djokovic-Kei_Nishikori,Kei Nishikori,Total,29,7,20,7,3,0,2,1,0,20210729,M,Olympics,QF
78150,20100630-M-Wimbledon-QF-Roger_Federer-Tomas_Berdych,Roger Federer,Total,73,25,44,21,4,3,1,0,0,20100630,M,Wimbledon,QF
78168,20100630-M-Wimbledon-QF-Roger_Federer-Tomas_Berdych,Tomas Berdych,Total,77,19,55,22,2,0,2,0,0,20100630,M,Wimbledon,QF
78186,20130626-M-Wimbledon-R64-Roger_Federer-Sergiy_Stakhovsky,Roger Federer,Total,112,43,38,7,1,0,1,0,0,20130626,M,Wimbledon,R64
78204,20130626-M-Wimbledon-R64-Roger_Federer-Sergiy_Stakhovsky,Sergiy Stakhovsky,Total,107,33,64,32,3,0,3,0,0,20130626,M,Wimbledon,R64
78222,20210730-M-Olympics-SF-Novak_Djokovic-Alexander_Zverev,Novak Djokovic,Total,48,16,32,11,0,0,0,0,0,20210730,M,Olympics,SF
78240,20210730-M-Olympics-SF-Novak_Djokovic-Alexander_Zverev,Alexander Zverev,Total,62,14,48,22,0,0,0,0,0,20210730,M,Olympics,SF
78258,20210729-M-Olympics-SF-Pablo_Carreno_Busta-Karen_Khachanov,Pablo Carreno Busta,Total,28,5,20,3,3,1,2,0,0,20210729,M,Olympics,SF
78276,20210729-M-Olympics-SF-Pablo_Carreno_Busta-Karen_Khachanov,Karen Khachanov,Total,44,9,33,5,2,0,2,0,0,20210729,M,Olympics,SF
78294,20210801-M-Olympics-F-Karen_Khachanov-Alexander_Zverev,Karen Khachanov,Total,31,9,21,2,1,0,0,1,0,20210801,M,Olympics,F
78311,20210801-M-Olympics-F-Karen_Khachanov-Alexander_Zverev,Alexander Zverev,Total,52,9,42,5,1,1,0,0,0,20210801,M,Olympics,F
78329,19850608-M-Roland_Garros-SF-Jimmy_Connors-Ivan_Lendl,Jimmy Connors,Total,20,3,16,1,0,0,0,0,0,19850608,M,Roland_Garros,SF
78347,19850608-M-Roland_Garros-SF-Jimmy_Connors-Ivan_Lendl,Ivan Lendl,Total,34,6,28,3,0,0,0,0,0,19850608,M,Roland_Garros,SF
78365,19850608-M-Roland_Garros-SF-John_Mcenroe-Mats_Wilander,John Mcenroe,Total,111,20,83,7,8,3,1,3,1,19850608,M,Roland_Garros,SF
78383,19850608-M-Roland_Garros-SF-John_Mcenroe-Mats_Wilander,Mats Wilander,Total,91,36,53,4,2,1,0,1,0,19850608,M,Roland_Garros,SF
78400,20210801-M-Segovia_CH-F-Benjamin_Bonzi-Tim_Van_Rijthoven,Benjamin Bonzi,Total,70,18,46,23,9,2,3,2,2,20210801,M,Segovia_CH,F
78418,20210801-M-Segovia_CH-F-Benjamin_Bonzi-Tim_Van_Rijthoven,Tim Van Rijthoven,Total,86,23,50,25,10,3,2,4,1,20210801,M,Segovia_CH,F
78436,20210609-M-Roland_Garros-QF-Rafael_Nadal-Diego_Schwartzman,Rafael Nadal,Total,79,19,58,21,2,0,1,0,1,20210609,M,Roland_Garros,QF
78454,20210609-M-Roland_Garros-QF-Rafael_Nadal-Diego_Schwartzman,Diego Schwartzman,Total,71,25,45,19,1,0,1,0,0,20210609,M,Roland_Garros,QF
78472,20210608-M-Roland_Garros-QF-Alexander_Zverev-Alejandro_Davidovich_Fokina,Alexander Zverev,Total,65,15,48,25,2,0,1,0,1,20210608,M,Roland_Garros,QF
78489,20210608-M-Roland_Garros-QF-Alexander_Zverev-Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,Total,47,14,30,9,3,0,2,0,1,20210608,M,Roland_Garros,QF
78507,20210729-M-Olympics-QF-Jeremy_Chardy-Alexander_Zverev,Jeremy Chardy,Total,19,4,11,5,4,2,2,0,0,20210729,M,Olympics,QF
78525,20210729-M-Olympics-QF-Jeremy_Chardy-Alexander_Zverev,Alexander Zverev,Total,44,12,29,19,1,1,0,0,0,20210729,M,Olympics,QF
78543,20210609-M-Roland_Garros-QF-Novak_Djokovic-Matteo_Berrettini,Novak Djokovic,Total,100,21,77,39,2,1,1,0,0,20210609,M,Roland_Garros,QF
78561,20210609-M-Roland_Garros-QF-Novak_Djokovic-Matteo_Berrettini,Matteo Berrettini,Total,96,34,60,17,2,1,1,0,0,20210609,M,Roland_Garros,QF
78579,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,Novak Djokovic,Total,89,16,70,6,3,1,2,0,0,20210731,M,Olympics,BR
78597,20210731-M-Olympics-BR-Novak_Djokovic-Pablo_Carreno_Busta,Pablo Carreno Busta,Total,62,15,44,5,3,0,2,1,0,20210731,M,Olympics,BR
78615,20210627-M-Eastbourne-F-Lorenzo_Sonego-Alex_De_Minaur,Lorenzo Sonego,Total,81,18,59,7,4,3,1,0,0,20210627,M,Eastbourne,F
78633,20210627-M-Eastbourne-F-Lorenzo_Sonego-Alex_De_Minaur,Alex De Minaur,Total,82,21,60,7,1,0,1,0,0,20210627,M,Eastbourne,F
78651,20200905-M-US_Open-R32-Casper_Ruud-Matteo_Berrettini,Casper Ruud,Total,55,0,0,0,6,1,3,2,0,20200905,M,US_Open,R32
78669,20200905-M-US_Open-R32-Casper_Ruud-Matteo_Berrettini,Matteo Berrettini,Total,66,0,0,0,3,3,0,0,0,20200905,M,US_Open,R32
78687,20210605-M-Madrid_Masters-R16-Casper_Ruud-Stefanos_Tsitsipas,Casper Ruud,Total,46,0,0,0,0,0,0,0,0,20210605,M,Madrid_Masters,R16
78705,20210605-M-Madrid_Masters-R16-Casper_Ruud-Stefanos_Tsitsipas,Stefanos Tsitsipas,Total,49,0,0,0,0,0,0,0,0,20210605,M,Madrid_Masters,R16
78723,19910818-M-Indianapolis-F-Pete_Sampras-Boris_Becker,Pete Sampras,Total,48,7,38,4,3,2,1,0,0,19910818,M,Indianapolis,F
78741,19910818-M-Indianapolis-F-Pete_Sampras-Boris_Becker,Boris Becker,Total,44,11,28,2,5,1,4,0,0,19910818,M,Indianapolis,F
78759,19980222-M-Memphis-F-Mark_Philippoussis-Michael_Chang,Mark Philippoussis,Total,33,7,25,3,1,0,0,1,0,19980222,M,Memphis,F
78777,19980222-M-Memphis-F-Mark_Philippoussis-Michael_Chang,Michael Chang,Total,21,8,10,0,3,0,2,1,0,19980222,M,Memphis,F
78795,20210810-M-Canada_Masters-R64-John_Isner-Alejandro_Davidovich_Fokina,John Isner,Total,31,0,0,0,2,0,2,0,0,20210810,M,Canada_Masters,R64
78812,20210810-M-Canada_Masters-R64-John_Isner-Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,Total,18,0,0,0,0,0,0,0,0,20210810,M,Canada_Masters,R64
78829,20210815-M-Canada_Masters-SF-John_Isner-Daniil_Medvedev,John Isner,Total,17,0,0,0,2,0,1,1,0,20210815,M,Canada_Masters,SF
78847,20210815-M-Canada_Masters-SF-John_Isner-Daniil_Medvedev,Daniil Medvedev,Total,39,0,0,0,1,1,0,0,0,20210815,M,Canada_Masters,SF
78865,20210816-M-Cincinnati_Masters-R64-Andy_Murray-Richard_Gasquet,Andy Murray,Total,60,13,47,18,1,1,0,0,0,20210816,M,Cincinnati_Masters,R64
78883,20210816-M-Cincinnati_Masters-R64-Andy_Murray-Richard_Gasquet,Richard Gasquet,Total,43,14,29,11,1,0,1,0,0,20210816,M,Cincinnati_Masters,R64
78901,20210818-M-Cincinnati_Masters-R32-Gael_Monfils-Alex_De_Minaur,Gael Monfils,Total,67,14,52,19,1,0,1,0,0,20210818,M,Cincinnati_Masters,R32
78919,20210818-M-Cincinnati_Masters-R32-Gael_Monfils-Alex_De_Minaur,Alex De Minaur,Total,48,10,37,18,2,0,1,0,0,20210818,M,Cincinnati_Masters,R32
78937,20210810-M-Canada_Masters-R64-Reilly_Opelka-Nick_Kyrgios,Reilly Opelka,Total,59,0,0,0,4,1,1,2,0,20210810,M,Canada_Masters,R64
78955,20210810-M-Canada_Masters-R64-Reilly_Opelka-Nick_Kyrgios,Nick Kyrgios,Total,44,0,0,0,3,1,0,2,0,20210810,M,Canada_Masters,R64
78973,20210815-M-Canada_Masters-F-Reilly_Opelka-Daniil_Medvedev,Reilly Opelka,Total,30,3,21,4,6,2,2,1,1,20210815,M,Canada_Masters,F
78991,20210815-M-Canada_Masters-F-Reilly_Opelka-Daniil_Medvedev,Daniil Medvedev,Total,56,18,35,2,3,2,1,0,0,20210815,M,Canada_Masters,F
79009,20210813-M-Canada_Masters-QF-Reilly_Opelka-Roberto_Bautista_Agut,Reilly Opelka,Total,28,0,0,0,2,1,0,1,0,20210813,M,Canada_Masters,QF
79027,20210813-M-Canada_Masters-QF-Reilly_Opelka-Roberto_Bautista_Agut,Roberto Bautista Agut,Total,31,0,0,0,1,1,0,0,0,20210813,M,Canada_Masters,QF
79045,20011007-M-Tokyo-F-Michel_Kratochvil-Lleyton_Hewitt,Michel Kratochvil,Total,50,1,43,9,6,0,4,2,0,20011007,M,Tokyo,F
79063,20011007-M-Tokyo-F-Michel_Kratochvil-Lleyton_Hewitt,Lleyton Hewitt,Total,44,9,32,2,2,2,0,0,0,20011007,M,Tokyo,F
79081,20210801-M-ITF_Champaign-F-Ben_Shelton-Gijs_Brouwer,Ben Shelton,Total,63,22,38,14,1,0,1,0,0,20210801,M,ITF_Champaign,F
79099,20210801-M-ITF_Champaign-F-Ben_Shelton-Gijs_Brouwer,Gijs Brouwer,Total,52,12,36,19,2,1,1,0,0,20210801,M,ITF_Champaign,F
79117,20210524-M-Roland_Garros-Q1-Thiago_Seyboth_Wild-Viktor_Troicki,Thiago Seyboth Wild,Total,95,22,71,27,4,0,4,0,0,20210524,M,Roland_Garros,Q1
79135,20210524-M-Roland_Garros-Q1-Thiago_Seyboth_Wild-Viktor_Troicki,Viktor Troicki,Total,65,19,46,20,8,0,1,6,1,20210524,M,Roland_Garros,Q1
79153,20210830-M-US_Open-R128-Carlos_Taberner-Botic_Van_De_Zandschulp,Carlos Taberner,Total,95,34,60,26,6,3,1,1,1,20210830,M,US_Open,R128
79171,20210830-M-US_Open-R128-Carlos_Taberner-Botic_Van_De_Zandschulp,Botic Van De Zandschulp,Total,97,21,68,31,13,5,6,2,0,20210830,M,US_Open,R128
79189,20210830-M-US_Open-R128-Stefanos_Tsitsipas-Andy_Murray,Stefanos Tsitsipas,Total,120,33,82,31,7,3,3,1,0,20210830,M,US_Open,R128
79207,20210830-M-US_Open-R128-Stefanos_Tsitsipas-Andy_Murray,Andy Murray,Total,101,22,71,28,8,5,2,1,0,20210830,M,US_Open,R128
79225,20210820-M-Cincinnati_Masters-QF-Daniil_Medvedev-Pablo_Carreno_Busta,Daniil Medvedev,Total,39,0,0,0,0,0,0,0,0,20210820,M,Cincinnati_Masters,QF
79243,20210820-M-Cincinnati_Masters-QF-Daniil_Medvedev-Pablo_Carreno_Busta,Pablo Carreno Busta,Total,18,0,0,0,1,0,1,0,0,20210820,M,Cincinnati_Masters,QF
