,index,Unnamed: 0,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_id,w_winners_fh,w_winners_bh,w_unforced_fh,w_unforced_bh,w_return_pts_faced,w_return_pts_won,w_return_depth_very_deep,w_return_depth_shallow,w_return_depth_deep,w_return_depth_err_net,w_return_depth_err_deep,w_return_depth_err_wide,w_return_depth_wide_deep,w_shot_Direction_crosscourt,w_shot_Direction_down_middle,w_shot_Direction_down_the_line,w_shot_Direction_inside_out,w_shot_Direction_inside_in,l_winners_fh,l_winners_bh,l_unforced_fh,l_unforced_bh,l_return_pts_faced,l_return_pts_won,l_return_depth_very_deep,l_return_depth_shallow,l_return_depth_deep,l_return_depth_err_net,l_return_depth_err_deep,l_return_depth_err_wide,l_return_depth_wide_deep,l_shot_Direction_crosscourt,l_shot_Direction_down_middle,l_shot_Direction_down_the_line,l_shot_Direction_inside_out,l_shot_Direction_inside_in,label
215,1710,44522.0,2019-M024,Cincinnati Masters,Hard,64.0,M,20190812.0,244.0,106415.0,,Q,Yoshihito Nishioka,L,170.0,JPN,23.8,111442.0,,,Jordan Thompson,R,183.0,AUS,25.3,7-5 5-7 6-4,3.0,R64,143.0,1.0,0.0,101.0,65.0,44.0,21.0,17.0,8.0,12.0,9.0,1.0,94.0,57.0,42.0,17.0,17.0,1.0,6.0,77.0,757.0,49.0,1011.0,20190812-M-Cincinnati_Masters-R64-Jordan_Thompson-Yoshihito_Nishioka,12.0,12.0,18.0,9.0,94.0,35.0,15.0,17.0,42.0,2.0,0.0,0.0,0.0,188.0,108.0,26.0,25.0,2.0,24.0,6.0,26.0,23.0,101.0,36.0,25.0,18.0,64.0,1.0,1.0,1.0,0.0,112,142,45,44,5,0.0
216,1719,44486.0,2019-M024,Cincinnati Masters,Hard,64.0,M,20190812.0,287.0,106415.0,,Q,Yoshihito Nishioka,L,170.0,JPN,23.8,200282.0,,,Alex De Minaur,R,183.0,AUS,20.4,7-5 6-4,3.0,R16,82.0,3.0,1.0,65.0,39.0,29.0,18.0,11.0,0.0,0.0,1.0,0.0,55.0,32.0,28.0,12.0,11.0,3.0,5.0,77.0,757.0,38.0,1225.0,20190815-M-Cincinnati_Masters-R16-Alex_De_Minaur-Yoshihito_Nishioka,6.0,8.0,6.0,8.0,55.0,15.0,14.0,14.0,31.0,0.0,0.0,0.0,0.0,105.0,74.0,21.0,31.0,0.0,13.0,6.0,23.0,6.0,65.0,18.0,15.0,11.0,40.0,1.0,0.0,0.0,0.0,77,104,18,39,0,0.0
217,1730,42171.0,2018-6967,Shenzhen,Hard,32.0,A,20180924.0,299.0,106415.0,,Q,Yoshihito Nishioka,L,170.0,JPN,22.9,104269.0,5.0,,Fernando Verdasco,L,188.0,ESP,34.8,1-6 6-3 7-6(5),3.0,SF,139.0,1.0,2.0,83.0,67.0,45.0,9.0,14.0,2.0,6.0,14.0,6.0,101.0,58.0,44.0,17.0,14.0,8.0,11.0,171.0,333.0,28.0,1375.0,20180929-M-Shenzhen-SF-Fernando_Verdasco-Yoshihito_Nishioka,13.0,6.0,8.0,4.0,101.0,40.0,15.0,17.0,47.0,0.0,2.0,2.0,0.0,177.0,58.0,60.0,24.0,5.0,19.0,9.0,24.0,24.0,83.0,29.0,20.0,21.0,51.0,2.0,1.0,2.0,0.0,183,44,47,44,6,0.0
218,1732,44125.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,201.0,105683.0,15.0,,Milos Raonic,R,196.0,CAN,28.5,124187.0,,,Reilly Opelka,R,211.0,USA,21.8,7-6(1) 6-2 6-1,5.0,R32,102.0,13.0,2.0,73.0,55.0,51.0,11.0,14.0,3.0,3.0,13.0,5.0,88.0,60.0,35.0,14.0,14.0,6.0,10.0,17.0,1945.0,63.0,855.0,20190705-M-Wimbledon-R32-Reilly_Opelka-Milos_Raonic,11.0,4.0,5.0,5.0,88.0,39.0,9.0,16.0,32.0,2.0,1.0,0.0,0.0,32.0,20.0,13.0,18.0,3.0,8.0,5.0,17.0,16.0,73.0,11.0,8.0,13.0,19.0,3.0,1.0,0.0,0.0,41,21,18,17,2,0.0
219,1738,44681.0,2019-560,US Open,Hard,128.0,G,20190826.0,206.0,104792.0,13.0,,Gael Monfils,R,193.0,FRA,32.9,133430.0,,,Denis Shapovalov,L,185.0,CAN,20.3,6-7(5) 7-6(4) 6-4 6-7(6) 6-3,5.0,R32,214.0,12.0,5.0,177.0,124.0,92.0,26.0,29.0,6.0,11.0,6.0,11.0,180.0,114.0,80.0,33.0,29.0,14.0,21.0,13.0,2140.0,33.0,1310.0,20190831-M-US_Open-R32-Denis_Shapovalov-Gael_Monfils,22.0,10.0,13.0,19.0,180.0,67.0,32.0,30.0,86.0,2.0,1.0,4.0,1.0,149.0,134.0,28.0,41.0,2.0,46.0,17.0,45.0,20.0,177.0,59.0,31.0,28.0,80.0,1.0,5.0,1.0,1.0,170,105,45,51,5,0.0
220,1745,31080.0,2015-580,Australian Open,Hard,128.0,G,20150119.0,112.0,104312.0,,,Andreas Seppi,R,190.0,ITA,30.9,103819.0,2.0,,Roger Federer,R,185.0,SUI,33.4,6-4 7-6(5) 4-6 7-6(5),5.0,R32,177.0,4.0,4.0,151.0,86.0,67.0,32.0,22.0,7.0,10.0,15.0,9.0,138.0,82.0,66.0,27.0,22.0,2.0,5.0,46.0,915.0,2.0,9875.0,20150123-M-Australian_Open-R32-Roger_Federer-Andreas_Seppi,25.0,14.0,22.0,18.0,138.0,45.0,10.0,23.0,57.0,1.0,1.0,1.0,0.0,137.0,95.0,54.0,67.0,4.0,31.0,9.0,33.0,15.0,151.0,52.0,9.0,23.0,90.0,1.0,3.0,2.0,0.0,127,85,40,53,17,0.0
221,1746,48640.0,2021-580,Australian Open,Hard,128.0,G,20210208.0,144.0,105936.0,28.0,,Filip Krajinovic,R,185.0,SRB,28.9,104898.0,,LL,Robin Haase,R,190.0,NED,33.8,7-6(4) 6-3 4-6 6-2,5.0,R128,134.0,14.0,2.0,112.0,74.0,61.0,21.0,20.0,0.0,2.0,15.0,3.0,106.0,64.0,45.0,25.0,19.0,3.0,7.0,33.0,1673.0,197.0,340.0,20210209-M-Australian_Open-R128-Robin_Haase-Filip_Krajinovic,13.0,14.0,14.0,14.0,106.0,36.0,31.0,10.0,57.0,4.0,2.0,0.0,0.0,84.0,72.0,23.0,31.0,1.0,18.0,11.0,21.0,16.0,112.0,30.0,26.0,13.0,53.0,1.0,3.0,2.0,1.0,74,84,13,42,3,0.0
222,1763,47906.0,2021-0495,Dubai,Hard,64.0,A,20210315.0,286.0,126094.0,2.0,,Andrey Rublev,R,188.0,RUS,23.4,126203.0,15.0,,Taylor Fritz,R,193.0,USA,23.3,6-3 6-1,3.0,R16,64.0,12.0,3.0,52.0,30.0,24.0,14.0,8.0,6.0,6.0,6.0,4.0,60.0,26.0,19.0,10.0,8.0,2.0,6.0,8.0,5011.0,30.0,1775.0,20210317-M-Dubai-R16-Taylor_Fritz-Andrey_Rublev,7.0,2.0,9.0,9.0,60.0,31.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,47.0,30.0,13.0,21.0,0.0,0.0,3.0,9.0,17.0,52.0,14.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,55,38,10,7,0,0.0
223,1768,47422.0,2021-0407,Rotterdam,Hard,32.0,A,20210301.0,288.0,126094.0,4.0,,Andrey Rublev,R,188.0,RUS,23.3,104918.0,,WC,Andy Murray,R,190.0,GBR,33.7,7-5 6-2,3.0,R16,94.0,5.0,0.0,60.0,32.0,24.0,19.0,10.0,3.0,3.0,5.0,3.0,57.0,32.0,23.0,12.0,10.0,3.0,6.0,8.0,4609.0,123.0,595.0,20210303-M-Rotterdam-R16-Andy_Murray-Andrey_Rublev,14.0,5.0,11.0,10.0,57.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,82.0,57.0,20.0,42.0,4.0,2.0,2.0,18.0,13.0,60.0,17.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,73,73,20,26,3,0.0
224,1775,47407.0,2021-0407,Rotterdam,Hard,32.0,A,20210301.0,273.0,111575.0,,,Karen Khachanov,R,198.0,RUS,24.7,104527.0,8.0,,Stan Wawrinka,R,183.0,SUI,35.9,6-4 7-5,3.0,R32,91.0,5.0,1.0,64.0,41.0,33.0,14.0,11.0,3.0,3.0,4.0,4.0,71.0,37.0,30.0,15.0,11.0,3.0,5.0,21.0,2290.0,20.0,2365.0,20210302-M-Rotterdam-R32-Stan_Wawrinka-Karen_Khachanov,9.0,2.0,18.0,5.0,71.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,46.0,21.0,28.0,3.0,8.0,6.0,23.0,10.0,64.0,17.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,100,36,16,22,2,0.0
225,1788,48185.0,2021-1536,Madrid Masters,Clay,64.0,M,20210503.0,298.0,126610.0,8.0,,Matteo Berrettini,R,196.0,ITA,25.0,134770.0,,,Casper Ruud,R,183.0,NOR,22.3,6-4 6-4,3.0,SF,81.0,5.0,1.0,49.0,34.0,31.0,10.0,10.0,0.0,0.0,1.0,2.0,62.0,34.0,24.0,14.0,10.0,1.0,3.0,10.0,3493.0,22.0,2340.0,20210508-M-Madrid_Masters-SF-Casper_Ruud-Matteo_Berrettini,15.0,3.0,4.0,11.0,62.0,24.0,4.0,8.0,37.0,0.0,2.0,0.0,0.0,57.0,21.0,15.0,27.0,5.0,4.0,2.0,3.0,9.0,49.0,8.0,1.0,6.0,24.0,0.0,1.0,1.0,0.0,49,26,20,30,5,0.0
226,1796,47446.0,2021-0410,Monte Carlo Masters,Clay,64.0,M,20210412.0,252.0,106099.0,,Q,Salvatore Caruso,R,185.0,ITA,28.3,200031.0,,WC,Lucas Catarina,R,185.0,MON,24.6,6-7(3) 7-6(5) 6-3,3.0,R64,188.0,0.0,3.0,108.0,73.0,49.0,20.0,16.0,5.0,8.0,4.0,7.0,122.0,65.0,44.0,28.0,17.0,10.0,15.0,89.0,876.0,388.0,113.0,20210413-M-Monte_Carlo_Masters-R64-Lucas_Catarina-Salvatore_Caruso,15.0,8.0,31.0,10.0,122.0,50.0,29.0,15.0,80.0,0.0,4.0,0.0,0.0,266.0,116.0,35.0,78.0,5.0,16.0,8.0,30.0,24.0,108.0,39.0,39.0,12.0,81.0,0.0,2.0,2.0,0.0,258,125,66,52,17,0.0
227,1798,47538.0,2021-0416,Rome Masters,Clay,64.0,M,20210510.0,266.0,200221.0,,Q,Alejandro Davidovich Fokina,R,183.0,ESP,21.9,105777.0,16.0,,Grigor Dimitrov,R,188.0,BUL,29.9,6-4 7-6(2),3.0,R64,102.0,3.0,8.0,76.0,52.0,42.0,9.0,11.0,5.0,6.0,3.0,7.0,69.0,38.0,26.0,18.0,11.0,1.0,3.0,48.0,1328.0,17.0,2586.0,20210511-M-Rome_Masters-R64-Grigor_Dimitrov-Alejandro_Davidovich_Fokina,10.0,6.0,5.0,16.0,69.0,25.0,13.0,14.0,32.0,2.0,1.0,0.0,0.0,64.0,40.0,19.0,18.0,2.0,12.0,1.0,20.0,11.0,76.0,25.0,19.0,7.0,42.0,0.0,2.0,0.0,0.0,52,42,14,37,8,0.0
228,1817,48260.0,2021-520,Roland Garros,Clay,128.0,G,20210531.0,145.0,105916.0,,,Marton Fucsovics,R,188.0,HUN,29.3,104468.0,,,Gilles Simon,R,183.0,FRA,36.4,6-4 6-1 7-6(5),5.0,R128,193.0,4.0,3.0,99.0,56.0,37.0,22.0,15.0,6.0,10.0,0.0,3.0,121.0,95.0,47.0,13.0,14.0,8.0,16.0,44.0,1456.0,69.0,995.0,20210530-M-Roland_Garros-R128-Gilles_Simon-Marton_Fucsovics,23.0,10.0,32.0,22.0,121.0,61.0,39.0,19.0,92.0,0.0,1.0,0.0,0.0,291.0,182.0,67.0,97.0,16.0,7.0,8.0,20.0,18.0,99.0,40.0,26.0,17.0,59.0,2.0,1.0,2.0,0.0,336,199,58,74,9,0.0
229,1819,48286.0,2021-520,Roland Garros,Clay,128.0,G,20210531.0,171.0,103819.0,8.0,,Roger Federer,R,185.0,SUI,39.8,105227.0,,,Marin Cilic,R,198.0,CRO,32.6,6-2 2-6 7-6(4) 6-2,5.0,R64,155.0,16.0,1.0,117.0,80.0,60.0,21.0,18.0,5.0,8.0,12.0,6.0,120.0,77.0,58.0,17.0,18.0,11.0,16.0,8.0,5605.0,47.0,1388.0,20210602-M-Roland_Garros-R64-Marin_Cilic-Roger_Federer,11.0,17.0,15.0,17.0,120.0,45.0,5.0,18.0,56.0,1.0,3.0,1.0,0.0,64.0,37.0,30.0,20.0,5.0,21.0,8.0,25.0,15.0,117.0,36.0,5.0,12.0,57.0,4.0,1.0,3.0,0.0,75,22,21,41,7,0.0
230,1821,48339.0,2021-520,Roland Garros,Clay,128.0,G,20210531.0,224.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,34.0,104745.0,3.0,,Rafael Nadal,L,185.0,ESP,34.9,3-6 6-3 7-6(4) 6-2,5.0,SF,251.0,6.0,3.0,133.0,85.0,55.0,24.0,19.0,10.0,16.0,6.0,8.0,133.0,86.0,51.0,19.0,19.0,14.0,22.0,1.0,11313.0,3.0,9630.0,20210611-M-Roland_Garros-SF-Rafael_Nadal-Novak_Djokovic,29.0,15.0,15.0,29.0,133.0,63.0,35.0,21.0,85.0,0.0,4.0,0.0,0.0,226.0,91.0,49.0,57.0,11.0,33.0,4.0,24.0,32.0,133.0,54.0,30.0,38.0,75.0,1.0,1.0,3.0,0.0,207,107,67,54,10,0.0
231,1824,47984.0,2021-0500,Halle,Grass,32.0,A,20210614.0,279.0,105453.0,,,Kei Nishikori,R,178.0,JPN,31.4,105575.0,,Q,Ricardas Berankis,R,175.0,LTU,30.9,6-3 2-6 6-2,3.0,R32,100.0,4.0,4.0,77.0,53.0,36.0,13.0,12.0,3.0,5.0,4.0,1.0,65.0,38.0,24.0,17.0,13.0,1.0,5.0,57.0,1138.0,84.0,884.0,20210615-M-Halle-R32-Ricardas_Berankis-Kei_Nishikori,5.0,9.0,15.0,12.0,65.0,24.0,15.0,10.0,36.0,3.0,1.0,0.0,0.0,49.0,27.0,17.0,18.0,0.0,9.0,8.0,11.0,13.0,77.0,28.0,19.0,6.0,40.0,1.0,1.0,1.0,0.0,42,34,21,13,1,0.0
232,1828,46911.0,2021-0311,Queen's Club,Grass,32.0,A,20210614.0,300.0,126610.0,1.0,,Matteo Berrettini,R,196.0,ITA,25.1,111815.0,,,Cameron Norrie,L,188.0,GBR,25.8,6-4 6-7(5) 6-3,3.0,F,117.0,19.0,1.0,84.0,64.0,58.0,11.0,16.0,0.0,0.0,4.0,5.0,88.0,68.0,54.0,11.0,15.0,4.0,6.0,9.0,4103.0,41.0,1510.0,20210620-M-Queens_Club-F-Cameron_Norrie-Matteo_Berrettini,11.0,4.0,22.0,14.0,88.0,23.0,1.0,18.0,42.0,1.0,1.0,1.0,0.0,58.0,34.0,30.0,24.0,5.0,8.0,3.0,8.0,8.0,84.0,15.0,4.0,14.0,25.0,1.0,0.0,1.0,0.0,68,30,23,19,3,0.0
233,1834,48450.0,2021-540,Wimbledon,Grass,128.0,G,20210628.0,208.0,103819.0,6.0,,Roger Federer,R,185.0,SUI,39.8,111815.0,29.0,,Cameron Norrie,L,188.0,GBR,25.8,6-4 6-4 5-7 6-4,5.0,R32,155.0,7.0,0.0,114.0,76.0,56.0,25.0,21.0,2.0,4.0,12.0,7.0,132.0,87.0,59.0,22.0,21.0,7.0,11.0,8.0,4815.0,34.0,1770.0,20210703-M-Wimbledon-R32-Cameron_Norrie-Roger_Federer,24.0,14.0,16.0,21.0,132.0,51.0,25.0,25.0,62.0,1.0,3.0,0.0,1.0,77.0,64.0,35.0,26.0,6.0,14.0,5.0,16.0,18.0,114.0,33.0,24.0,15.0,52.0,3.0,3.0,4.0,0.0,103,51,28,30,1,0.0
234,1840,48460.0,2021-540,Wimbledon,Grass,128.0,G,20210628.0,218.0,103819.0,6.0,,Roger Federer,R,185.0,SUI,39.8,132283.0,23.0,,Lorenzo Sonego,R,191.0,ITA,26.1,7-5 6-4 6-2,5.0,R16,131.0,4.0,1.0,78.0,47.0,37.0,20.0,15.0,2.0,3.0,4.0,2.0,108.0,67.0,44.0,18.0,15.0,10.0,15.0,8.0,4815.0,27.0,2038.0,20210705-M-Wimbledon-R16-Lorenzo_Sonego-Roger_Federer,18.0,9.0,17.0,16.0,108.0,46.0,12.0,15.0,62.0,3.0,4.0,0.0,0.0,45.0,21.0,21.0,27.0,7.0,14.0,3.0,21.0,13.0,78.0,21.0,1.0,9.0,39.0,2.0,2.0,0.0,1.0,53,35,18,19,9,0.0
235,1843,48467.0,2021-540,Wimbledon,Grass,128.0,G,20210628.0,225.0,126610.0,7.0,,Matteo Berrettini,R,196.0,ITA,25.2,128034.0,14.0,,Hubert Hurkacz,R,196.0,POL,24.3,6-3 6-0 6-7(3) 6-4,5.0,SF,157.0,22.0,1.0,103.0,65.0,56.0,23.0,18.0,2.0,2.0,5.0,1.0,121.0,69.0,47.0,26.0,20.0,4.0,10.0,9.0,4468.0,18.0,2533.0,20210709-M-Wimbledon-SF-Hubert_Hurkacz-Matteo_Berrettini,30.0,3.0,12.0,13.0,121.0,48.0,2.0,26.0,60.0,2.0,1.0,3.0,0.0,59.0,42.0,24.0,31.0,7.0,14.0,5.0,24.0,8.0,103.0,24.0,6.0,12.0,40.0,0.0,1.0,3.0,1.0,71,27,22,42,7,0.0
236,1850,48238.0,2021-520,Roland Garros,Clay,128.0,G,20210531.0,123.0,104792.0,14.0,,Gael Monfils,R,193.0,FRA,34.7,105077.0,,,Albert Ramos,L,188.0,ESP,33.3,1-6 7-6(6) 6-4 6-4,5.0,R128,181.0,12.0,9.0,135.0,73.0,55.0,22.0,20.0,8.0,13.0,1.0,5.0,129.0,76.0,43.0,33.0,19.0,4.0,9.0,15.0,2713.0,38.0,1595.0,20210601-M-Roland_Garros-R128-Albert_Ramos-Gael_Monfils,26.0,20.0,25.0,47.0,129.0,53.0,36.0,22.0,87.0,3.0,3.0,0.0,1.0,144.0,128.0,44.0,49.0,7.0,23.0,4.0,24.0,14.0,135.0,58.0,26.0,30.0,64.0,2.0,2.0,1.0,0.0,176,86,38,60,5,0.0
237,1852,46930.0,2021-0314,Gstaad,Clay,32.0,A,20210719.0,292.0,144707.0,,,Mikael Ymer,R,183.0,SWE,22.8,103852.0,8.0,,Feliciano Lopez,L,188.0,ESP,39.8,6-7(6) 7-6(7) 6-4,3.0,R16,145.0,7.0,5.0,120.0,86.0,64.0,17.0,17.0,5.0,6.0,11.0,6.0,112.0,62.0,51.0,26.0,17.0,1.0,3.0,96.0,817.0,89.0,843.0,20210722-M-Gstaad-R16-Feliciano_Lopez-Mikael_Ymer,10.0,4.0,28.0,8.0,112.0,35.0,22.0,18.0,41.0,3.0,4.0,2.0,0.0,102.0,64.0,27.0,35.0,4.0,15.0,1.0,25.0,19.0,120.0,39.0,26.0,22.0,59.0,2.0,2.0,1.0,1.0,75,78,19,36,3,0.0
238,1859,26778.0,2013-540,Wimbledon,Grass,128.0,G,20130624.0,88.0,104660.0,,,Sergiy Stakhovsky,R,193.0,UKR,27.4,103819.0,3.0,,Roger Federer,R,185.0,SUI,31.8,6-7(5) 7-6(5) 7-5 7-6(5),5.0,R64,180.0,17.0,2.0,165.0,109.0,83.0,36.0,24.0,7.0,8.0,16.0,1.0,158.0,114.0,91.0,24.0,24.0,5.0,7.0,116.0,488.0,3.0,7740.0,20130626-M-Wimbledon-R64-Roger_Federer-Sergiy_Stakhovsky,26.0,24.0,9.0,11.0,158.0,43.0,32.0,33.0,64.0,0.0,3.0,0.0,0.0,80.0,30.0,43.0,18.0,3.0,21.0,18.0,15.0,9.0,165.0,46.0,7.0,43.0,38.0,0.0,1.0,0.0,0.0,96,34,42,48,8,0.0
239,1870,46125.0,2020-560,Us Open,Hard,128.0,G,20200831.0,204.0,126610.0,6.0,,Matteo Berrettini,R,196.0,ITA,24.3,134770.0,30.0,,Casper Ruud,R,183.0,NOR,21.6,6-4 6-4 6-2,5.0,R32,123.0,13.0,4.0,88.0,53.0,45.0,19.0,14.0,5.0,5.0,2.0,3.0,86.0,54.0,37.0,16.0,14.0,6.0,10.0,8.0,2940.0,37.0,1279.0,20200905-M-US_Open-R32-Casper_Ruud-Matteo_Berrettini,22.0,1.0,27.0,14.0,86.0,33.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,54.0,80.0,12.0,56.0,5.0,6.0,2.0,24.0,7.0,88.0,24.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,56,98,10,39,2,0.0
240,1873,47664.0,2021-0421,Canada Masters,Hard,64.0,M,20210809.0,299.0,106421.0,1.0,,Daniil Medvedev,R,198.0,RUS,25.4,104545.0,,,John Isner,R,206.0,USA,36.2,6-2 6-2,3.0,SF,54.0,11.0,3.0,41.0,30.0,27.0,7.0,8.0,1.0,1.0,4.0,1.0,50.0,38.0,23.0,2.0,8.0,3.0,7.0,2.0,9643.0,30.0,1901.0,20210815-M-Canada_Masters-SF-John_Isner-Daniil_Medvedev,5.0,5.0,3.0,3.0,50.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,40.0,3.0,8.0,1.0,9.0,0.0,14.0,8.0,41.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27,25,5,31,0,0.0
241,1877,47665.0,2021-0421,Canada Masters,Hard,64.0,M,20210809.0,300.0,106421.0,1.0,,Daniil Medvedev,R,198.0,RUS,25.4,124187.0,,,Reilly Opelka,R,211.0,USA,23.9,6-4 6-3,3.0,F,85.0,6.0,5.0,52.0,26.0,23.0,16.0,9.0,4.0,4.0,8.0,3.0,78.0,57.0,36.0,8.0,10.0,4.0,7.0,2.0,9643.0,32.0,1741.0,20210815-M-Canada_Masters-F-Reilly_Opelka-Daniil_Medvedev,5.0,5.0,4.0,4.0,78.0,34.0,2.0,18.0,35.0,2.0,1.0,0.0,0.0,83.0,36.0,18.0,9.0,2.0,13.0,1.0,16.0,15.0,52.0,13.0,4.0,3.0,21.0,2.0,2.0,1.0,1.0,63,35,24,29,8,0.0
242,1889,48577.0,2021-560,Us Open,Hard,128.0,G,20210830.0,208.0,122298.0,,Q,Botic Van De Zandschulp,R,188.0,NED,25.9,105487.0,,,Facundo Bagnis,L,183.0,ARG,31.5,3-6 6-0 6-2 6-2,5.0,R32,150.0,11.0,5.0,105.0,60.0,51.0,17.0,15.0,7.0,9.0,5.0,7.0,118.0,79.0,49.0,13.0,16.0,13.0,21.0,117.0,698.0,80.0,913.0,20210903-M-US_Open-R32-Facundo_Bagnis-Botic_Van_De_Zandschulp,17.0,9.0,15.0,12.0,118.0,56.0,21.0,26.0,59.0,2.0,1.0,1.0,0.0,115.0,109.0,25.0,33.0,1.0,15.0,5.0,29.0,19.0,105.0,37.0,25.0,21.0,51.0,2.0,3.0,0.0,0.0,130,106,17,42,1,0.0
243,1895,48587.0,2021-560,Us Open,Hard,128.0,G,20210830.0,218.0,122298.0,,Q,Botic Van De Zandschulp,R,188.0,NED,25.9,106043.0,11.0,,Diego Schwartzman,R,170.0,ARG,29.0,6-3 6-4 5-7 5-7 6-1,5.0,R16,260.0,15.0,10.0,165.0,109.0,84.0,23.0,25.0,9.0,13.0,1.0,6.0,147.0,99.0,66.0,23.0,25.0,12.0,19.0,117.0,698.0,14.0,2980.0,20210905-M-US_Open-R16-Diego_Schwartzman-Botic_Van_De_Zandschulp,28.0,11.0,36.0,31.0,147.0,58.0,39.0,25.0,96.0,2.0,1.0,1.0,1.0,283.0,255.0,46.0,110.0,4.0,16.0,12.0,19.0,25.0,165.0,58.0,34.0,35.0,83.0,0.0,0.0,2.0,0.0,287,250,39,111,6,0.0
244,1897,48592.0,2021-560,Us Open,Hard,128.0,G,20210830.0,223.0,106421.0,2.0,,Daniil Medvedev,R,198.0,RUS,25.5,122298.0,,Q,Botic Van De Zandschulp,R,188.0,NED,25.9,6-3 6-0 4-6 7-5,5.0,QF,143.0,13.0,1.0,99.0,65.0,54.0,19.0,18.0,3.0,5.0,4.0,4.0,114.0,76.0,46.0,20.0,19.0,5.0,12.0,2.0,9980.0,117.0,698.0,20210907-M-US_Open-QF-Botic_Van_De_Zandschulp-Daniil_Medvedev,10.0,8.0,19.0,12.0,114.0,48.0,29.0,23.0,68.0,0.0,1.0,2.0,0.0,163.0,97.0,24.0,49.0,3.0,22.0,6.0,28.0,13.0,99.0,26.0,20.0,12.0,50.0,1.0,3.0,1.0,0.0,152,121,21,41,4,0.0
245,1899,48594.0,2021-560,Us Open,Hard,128.0,G,20210830.0,225.0,106421.0,2.0,,Daniil Medvedev,R,198.0,RUS,25.5,200000.0,12.0,,Felix Auger Aliassime,R,193.0,CAN,21.0,6-4 7-5 6-2,5.0,SF,124.0,12.0,4.0,86.0,59.0,48.0,14.0,15.0,2.0,3.0,4.0,10.0,91.0,57.0,37.0,12.0,15.0,0.0,5.0,2.0,9980.0,15.0,2828.0,20210910-M-US_Open-SF-Felix_Auger_Aliassime-Daniil_Medvedev,11.0,8.0,9.0,17.0,91.0,42.0,4.0,10.0,45.0,3.0,1.0,0.0,0.0,105.0,56.0,28.0,24.0,2.0,9.0,3.0,16.0,11.0,86.0,24.0,5.0,14.0,35.0,0.0,1.0,1.0,0.0,82,49,20,44,6,0.0
246,1900,48595.0,2021-560,Us Open,Hard,128.0,G,20210830.0,226.0,106421.0,2.0,,Daniil Medvedev,R,198.0,RUS,25.5,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,34.2,6-4 6-4 6-4,5.0,F,136.0,16.0,9.0,90.0,52.0,42.0,22.0,15.0,5.0,6.0,6.0,3.0,92.0,50.0,40.0,17.0,15.0,4.0,8.0,2.0,9980.0,1.0,11113.0,20210912-M-US_Open-F-Novak_Djokovic-Daniil_Medvedev,12.0,5.0,13.0,12.0,92.0,35.0,3.0,16.0,51.0,1.0,1.0,1.0,0.0,127.0,79.0,24.0,32.0,4.0,11.0,7.0,18.0,20.0,90.0,26.0,3.0,17.0,31.0,1.0,3.0,0.0,0.0,118,64,39,33,4,0.0
247,1903,48581.0,2021-560,Us Open,Hard,128.0,G,20210830.0,212.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,34.2,202385.0,,WC,Jenson Brooksby,R,188.0,USA,20.8,1-6 6-3 6-2 6-2,5.0,R16,179.0,9.0,1.0,105.0,66.0,48.0,21.0,16.0,8.0,11.0,4.0,1.0,106.0,78.0,48.0,11.0,16.0,6.0,12.0,1.0,11113.0,99.0,812.0,20210906-M-US_Open-R16-Jenson_Brooksby-Novak_Djokovic,27.0,6.0,27.0,17.0,106.0,47.0,33.0,12.0,75.0,1.0,0.0,1.0,1.0,195.0,124.0,39.0,44.0,3.0,10.0,11.0,14.0,15.0,105.0,36.0,21.0,16.0,55.0,0.0,3.0,0.0,0.0,200,133,33,38,1,0.0
