,index,Unnamed: 0,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_id,w_winners_fh,w_winners_bh,w_unforced_fh,w_unforced_bh,w_return_pts_faced,w_return_pts_won,w_return_depth_very_deep,w_return_depth_shallow,w_return_depth_deep,w_return_depth_err_net,w_return_depth_err_deep,w_return_depth_err_wide,w_return_depth_wide_deep,w_shot_Direction_crosscourt,w_shot_Direction_down_middle,w_shot_Direction_down_the_line,w_shot_Direction_inside_out,w_shot_Direction_inside_in,l_winners_fh,l_winners_bh,l_unforced_fh,l_unforced_bh,l_return_pts_faced,l_return_pts_won,l_return_depth_very_deep,l_return_depth_shallow,l_return_depth_deep,l_return_depth_err_net,l_return_depth_err_deep,l_return_depth_err_wide,l_return_depth_wide_deep,l_shot_Direction_crosscourt,l_shot_Direction_down_middle,l_shot_Direction_down_the_line,l_shot_Direction_inside_out,l_shot_Direction_inside_in,label
182,1439,43166.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,266.0,105077.0,,,Albert Ramos,L,188.0,ESP,31.1,106065.0,15.0,,Marco Cecchinato,R,185.0,ITA,26.4,6-4 6-2,3.0,R64,74.0,1.0,2.0,59.0,39.0,30.0,11.0,9.0,6.0,6.0,3.0,3.0,46.0,28.0,19.0,9.0,9.0,0.0,3.0,91.0,625.0,16.0,2091.0,20190309-M-Indian_Wells_Masters-R64-Marco_Cecchinato-Albert_Ramos,8.0,4.0,5.0,1.0,46.0,18.0,7.0,7.0,22.0,0.0,0.0,0.0,0.0,77.0,31.0,11.0,12.0,4.0,12.0,7.0,13.0,11.0,59.0,18.0,18.0,7.0,36.0,1.0,1.0,0.0,0.0,54,31,23,14,4,0.0
183,1442,40505.0,2018-M007,Miami Masters,Hard,128.0,M,20180319.0,269.0,106423.0,,Q,Thanasi Kokkinakis,R,196.0,AUS,21.9,103819.0,1.0,,Roger Federer,R,185.0,SUI,36.6,3-6 6-3 7-6(4),3.0,R64,141.0,7.0,7.0,110.0,57.0,44.0,29.0,15.0,4.0,5.0,9.0,3.0,84.0,55.0,45.0,16.0,15.0,2.0,3.0,175.0,319.0,1.0,9660.0,20180325-M-Miami_Masters-R64-Roger_Federer-Thanasi_Kokkinakis,11.0,4.0,15.0,10.0,84.0,23.0,8.0,17.0,38.0,0.0,0.0,4.0,0.0,75.0,25.0,39.0,35.0,19.0,19.0,8.0,20.0,14.0,110.0,37.0,17.0,19.0,53.0,6.0,2.0,1.0,0.0,74,28,23,33,16,0.0
184,1443,43214.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,199.0,105583.0,,,Dusan Lajovic,R,180.0,SRB,28.6,106121.0,,,Taro Daniel,R,191.0,JPN,26.0,7-6(6) 6-4,3.0,R128,118.0,4.0,1.0,79.0,56.0,33.0,14.0,11.0,3.0,6.0,2.0,2.0,84.0,59.0,37.0,11.0,11.0,6.0,10.0,45.0,1010.0,71.0,761.0,20190308-M-Indian_Wells_Masters-R128-Taro_Daniel-Dusan_Lajovic,17.0,9.0,15.0,18.0,84.0,36.0,23.0,17.0,51.0,1.0,1.0,1.0,0.0,199.0,75.0,28.0,44.0,8.0,10.0,5.0,13.0,17.0,79.0,32.0,17.0,16.0,45.0,1.0,0.0,0.0,0.0,169,85,54,42,5,0.0
185,1445,43154.0,2019-M006,Indian Wells Masters,Hard,128.0,M,20190304.0,278.0,200175.0,,LL,Miomir Kecmanovic,R,183.0,SRB,19.5,111513.0,30.0,,Laslo Djere,R,188.0,SRB,23.7,6-2 7-6(3),3.0,R32,99.0,0.0,1.0,76.0,50.0,33.0,15.0,10.0,5.0,7.0,7.0,7.0,62.0,34.0,25.0,10.0,10.0,4.0,8.0,130.0,450.0,32.0,1211.0,20190311-M-Indian_Wells_Masters-R32-Laslo_Djere-Miomir_Kecmanovic,5.0,4.0,10.0,8.0,62.0,27.0,16.0,5.0,31.0,1.0,0.0,0.0,0.0,129.0,77.0,36.0,32.0,6.0,14.0,7.0,12.0,18.0,76.0,28.0,18.0,11.0,45.0,1.0,0.0,2.0,0.0,137,57,35,41,5,0.0
186,1454,43289.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,238.0,103970.0,,WC,David Ferrer,R,175.0,ESP,36.9,100644.0,2.0,,Alexander Zverev,R,198.0,GER,21.9,2-6 7-5 6-3,3.0,R64,142.0,0.0,2.0,84.0,53.0,30.0,19.0,14.0,3.0,7.0,9.0,12.0,100.0,55.0,38.0,18.0,15.0,9.0,14.0,155.0,355.0,3.0,6630.0,20190323-M-Miami_Masters-R64-Alexander_Zverev-David_Ferrer,12.0,5.0,17.0,16.0,100.0,44.0,18.0,14.0,45.0,2.0,3.0,2.0,0.0,105.0,141.0,23.0,55.0,5.0,12.0,7.0,17.0,20.0,84.0,35.0,19.0,21.0,55.0,0.0,0.0,0.0,0.0,117,137,26,47,0,0.0
187,1465,43239.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,288.0,103819.0,4.0,,Roger Federer,R,185.0,SUI,37.6,106421.0,13.0,,Daniil Medvedev,R,198.0,RUS,23.0,6-4 6-2,3.0,R16,61.0,5.0,0.0,48.0,33.0,28.0,9.0,9.0,3.0,3.0,2.0,1.0,51.0,30.0,19.0,12.0,9.0,0.0,3.0,5.0,4600.0,15.0,2230.0,20190327-M-Miami_Masters-R16-Daniil_Medvedev-Roger_Federer,10.0,7.0,5.0,3.0,51.0,20.0,9.0,11.0,26.0,0.0,0.0,1.0,0.0,57.0,37.0,20.0,16.0,2.0,5.0,5.0,7.0,10.0,48.0,11.0,10.0,5.0,24.0,0.0,0.0,0.0,0.0,77,25,23,15,0,0.0
188,1473,43227.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,300.0,103819.0,4.0,,Roger Federer,R,185.0,SUI,37.6,104545.0,7.0,,John Isner,R,206.0,USA,33.8,6-1 6-4,3.0,F,63.0,6.0,1.0,35.0,20.0,20.0,12.0,8.0,0.0,0.0,9.0,2.0,53.0,39.0,23.0,7.0,9.0,6.0,10.0,5.0,4600.0,9.0,3485.0,20190331-M-Miami_Masters-F-John_Isner-Roger_Federer,5.0,6.0,3.0,3.0,53.0,23.0,11.0,8.0,22.0,0.0,0.0,0.0,0.0,34.0,22.0,11.0,14.0,4.0,2.0,2.0,8.0,12.0,35.0,3.0,5.0,1.0,14.0,0.0,1.0,0.0,1.0,33,19,9,24,4,0.0
189,1476,43232.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,295.0,103819.0,4.0,,Roger Federer,R,185.0,SUI,37.6,104731.0,6.0,,Kevin Anderson,R,203.0,RSA,32.8,6-0 6-4,3.0,QF,85.0,3.0,2.0,42.0,25.0,20.0,9.0,8.0,0.0,1.0,4.0,4.0,75.0,42.0,25.0,11.0,8.0,8.0,13.0,5.0,4600.0,7.0,4115.0,20190328-M-Miami_Masters-QF-Kevin_Anderson-Roger_Federer,4.0,5.0,5.0,6.0,75.0,39.0,10.0,23.0,31.0,1.0,0.0,0.0,0.0,51.0,53.0,10.0,13.0,0.0,10.0,2.0,14.0,15.0,42.0,13.0,6.0,4.0,18.0,2.0,1.0,0.0,0.0,75,55,4,20,1,0.0
190,1484,43031.0,2019-6932,Rio de Janeiro,Clay,32.0,A,20190218.0,281.0,105379.0,,,Aljaz Bedene,R,181.0,SLO,29.5,106065.0,3.0,,Marco Cecchinato,R,185.0,ITA,26.3,7-5 7-6(1),3.0,R32,111.0,5.0,4.0,85.0,39.0,28.0,28.0,12.0,3.0,5.0,4.0,5.0,67.0,45.0,31.0,10.0,12.0,1.0,4.0,83.0,675.0,17.0,2091.0,20190219-M-Rio_de_Janeiro-R32-Marco_Cecchinato-Aljaz_Bedene,7.0,2.0,12.0,8.0,67.0,26.0,3.0,15.0,30.0,0.0,1.0,0.0,0.0,55.0,23.0,33.0,26.0,6.0,15.0,2.0,19.0,17.0,85.0,29.0,4.0,16.0,37.0,0.0,8.0,1.0,0.0,69,24,13,19,11,0.0
191,1490,42878.0,2019-0506,Buenos Aires,Clay,32.0,A,20190211.0,291.0,106043.0,4.0,,Diego Schwartzman,R,170.0,ARG,26.4,105379.0,,,Aljaz Bedene,R,181.0,SLO,29.5,6-4 2-6 6-2,3.0,R16,119.0,0.0,2.0,68.0,52.0,34.0,7.0,13.0,2.0,7.0,5.0,2.0,93.0,49.0,31.0,17.0,13.0,8.0,14.0,19.0,1835.0,57.0,805.0,20190212-M-Buenos_Aires-R16-Aljaz_Bedene-Diego_Schwartzman,8.0,10.0,21.0,9.0,93.0,45.0,11.0,26.0,49.0,2.0,1.0,0.0,0.0,146.0,40.0,32.0,47.0,3.0,7.0,5.0,16.0,24.0,68.0,27.0,4.0,8.0,41.0,0.0,2.0,1.0,0.0,122,64,47,45,13,0.0
192,1493,43314.0,2019-M007,Miami Masters,Hard,128.0,M,20190318.0,188.0,111456.0,,LL,Mackenzie Mcdonald,R,178.0,USA,23.9,200005.0,,,Ugo Humbert,L,188.0,FRA,20.7,6-4 6-7(4) 7-6(4),3.0,R128,162.0,1.0,6.0,138.0,84.0,58.0,30.0,17.0,13.0,15.0,7.0,3.0,98.0,57.0,46.0,21.0,17.0,3.0,6.0,60.0,848.0,63.0,819.0,20190321-M-Miami_Masters-R128-Ugo_Humbert-Mackenzie_Mcdonald,15.0,8.0,25.0,15.0,98.0,31.0,22.0,17.0,52.0,5.0,0.0,0.0,0.0,83.0,147.0,20.0,41.0,0.0,17.0,9.0,23.0,14.0,138.0,50.0,35.0,26.0,72.0,1.0,0.0,0.0,0.0,126,120,11,31,1,0.0
193,1498,43420.0,2019-0410,Monte Carlo Masters,Clay,64.0,M,20190415.0,257.0,105916.0,,,Marton Fucsovics,R,188.0,HUN,27.1,105932.0,12.0,,Nikoloz Basilashvili,R,185.0,GEO,27.1,7-5 3-6 6-1,3.0,R64,123.0,6.0,6.0,94.0,53.0,39.0,24.0,14.0,4.0,5.0,2.0,9.0,113.0,64.0,43.0,23.0,14.0,17.0,20.0,37.0,1180.0,17.0,1930.0,20190415-M-Monte_Carlo_Masters-R64-Nikoloz_Basilashvili-Marton_Fucsovics,9.0,5.0,8.0,15.0,113.0,47.0,30.0,11.0,71.0,0.0,0.0,0.0,0.0,68.0,80.0,28.0,25.0,3.0,21.0,8.0,32.0,17.0,94.0,31.0,25.0,7.0,51.0,2.0,0.0,2.0,0.0,115,46,24,47,7,0.0
194,1499,43429.0,2019-0410,Monte Carlo Masters,Clay,64.0,M,20190415.0,244.0,105550.0,,,Guido Pella,L,185.0,ARG,28.9,111513.0,,,Laslo Djere,R,188.0,SRB,23.8,6-7(2) 6-2 6-4,3.0,R64,145.0,2.0,4.0,94.0,64.0,46.0,18.0,15.0,3.0,4.0,3.0,1.0,100.0,62.0,46.0,16.0,15.0,5.0,9.0,35.0,1205.0,32.0,1246.0,20190414-M-Monte_Carlo_Masters-R64-Laslo_Djere-Guido_Pella,12.0,5.0,14.0,19.0,100.0,38.0,25.0,15.0,57.0,0.0,1.0,0.0,0.0,162.0,144.0,27.0,38.0,8.0,11.0,8.0,30.0,13.0,94.0,30.0,25.0,17.0,52.0,0.0,1.0,1.0,0.0,162,123,43,61,7,0.0
195,1505,43385.0,2019-0410,Monte Carlo Masters,Clay,64.0,M,20190415.0,295.0,104926.0,13.0,,Fabio Fognini,R,178.0,ITA,31.8,106432.0,9.0,,Borna Coric,R,188.0,CRO,22.4,1-6 6-3 6-2,3.0,QF,119.0,0.0,4.0,83.0,55.0,37.0,12.0,12.0,5.0,8.0,1.0,2.0,73.0,43.0,29.0,13.0,12.0,2.0,6.0,18.0,1885.0,13.0,2345.0,20190419-M-Monte_Carlo_Masters-QF-Borna_Coric-Fabio_Fognini,16.0,6.0,14.0,14.0,73.0,31.0,17.0,12.0,42.0,0.0,0.0,0.0,0.0,95.0,78.0,27.0,29.0,5.0,7.0,9.0,14.0,15.0,83.0,34.0,22.0,9.0,52.0,0.0,0.0,0.0,0.0,111,61,24,34,2,0.0
196,1506,43388.0,2019-0410,Monte Carlo Masters,Clay,64.0,M,20190415.0,292.0,106421.0,10.0,,Daniil Medvedev,R,198.0,RUS,23.1,126774.0,6.0,,Stefanos Tsitsipas,R,193.0,GRE,20.6,6-2 1-6 6-4,3.0,R16,105.0,2.0,3.0,66.0,25.0,20.0,21.0,12.0,1.0,4.0,2.0,2.0,78.0,54.0,37.0,9.0,13.0,4.0,8.0,14.0,2295.0,8.0,3240.0,20190418-M-Monte_Carlo_Masters-R16-Stefanos_Tsitsipas-Daniil_Medvedev,7.0,7.0,13.0,9.0,78.0,32.0,31.0,9.0,45.0,0.0,0.0,0.0,0.0,114.0,73.0,20.0,30.0,3.0,15.0,9.0,17.0,18.0,66.0,25.0,18.0,10.0,38.0,0.0,0.0,0.0,0.0,105,91,18,30,6,0.0
197,1516,43437.0,2019-0425,Barcelona,Clay,64.0,A,20190422.0,298.0,106421.0,7.0,,Daniil Medvedev,R,198.0,RUS,23.1,105453.0,4.0,,Kei Nishikori,R,178.0,JPN,29.3,6-4 3-6 7-5,3.0,SF,144.0,8.0,2.0,94.0,55.0,38.0,24.0,15.0,3.0,5.0,1.0,1.0,99.0,62.0,40.0,22.0,16.0,4.0,7.0,14.0,2505.0,7.0,3690.0,20190427-M-Barcelona-SF-Kei_Nishikori-Daniil_Medvedev,4.0,13.0,15.0,23.0,99.0,37.0,25.0,8.0,73.0,1.0,1.0,1.0,0.0,194.0,117.0,37.0,34.0,4.0,17.0,10.0,27.0,19.0,94.0,32.0,21.0,13.0,55.0,3.0,0.0,1.0,0.0,198,91,45,55,8,0.0
198,1531,43483.0,2019-7648,Budapest,Clay,32.0,A,20190422.0,299.0,126610.0,,,Matteo Berrettini,R,196.0,ITA,23.0,111513.0,5.0,,Laslo Djere,R,188.0,SRB,23.8,6-4 6-2,3.0,SF,79.0,4.0,2.0,49.0,30.0,26.0,12.0,9.0,1.0,1.0,3.0,3.0,52.0,32.0,24.0,7.0,9.0,2.0,5.0,55.0,927.0,33.0,1246.0,20190427-M-Budapest-SF-Laslo_Djere-Matteo_Berrettini,15.0,4.0,7.0,4.0,52.0,21.0,13.0,9.0,27.0,0.0,0.0,0.0,0.0,36.0,56.0,12.0,19.0,4.0,9.0,4.0,11.0,7.0,49.0,11.0,16.0,5.0,30.0,0.0,0.0,0.0,0.0,52,47,9,21,1,0.0
199,1532,43486.0,2019-7648,Budapest,Clay,32.0,A,20190422.0,296.0,111513.0,5.0,,Laslo Djere,R,188.0,SRB,23.8,105932.0,4.0,,Nikoloz Basilashvili,R,185.0,GEO,27.1,3-6 6-2 6-3,3.0,QF,105.0,10.0,0.0,80.0,49.0,30.0,20.0,13.0,8.0,10.0,3.0,5.0,76.0,49.0,35.0,10.0,13.0,2.0,6.0,33.0,1246.0,18.0,1930.0,20190426-M-Budapest-QF-Nikoloz_Basilashvili-Laslo_Djere,5.0,2.0,18.0,12.0,76.0,31.0,15.0,13.0,38.0,0.0,0.0,0.0,0.0,88.0,69.0,18.0,30.0,1.0,14.0,6.0,19.0,16.0,80.0,30.0,23.0,7.0,46.0,0.0,0.0,0.0,0.0,90,78,16,29,4,0.0
200,1537,43617.0,2019-M021,Madrid Masters,Clay,64.0,M,20190506.0,239.0,200000.0,,WC,Felix Auger Aliassime,R,193.0,CAN,18.7,133430.0,,,Denis Shapovalov,L,185.0,CAN,20.0,6-2 7-6(7),3.0,R64,109.0,3.0,2.0,85.0,59.0,37.0,17.0,10.0,2.0,3.0,1.0,4.0,72.0,39.0,23.0,18.0,10.0,6.0,9.0,30.0,1319.0,20.0,1820.0,20190505-M-Madrid_Masters-R64-Denis_Shapovalov-Felix_Auger_Aliassime,10.0,2.0,16.0,6.0,72.0,31.0,26.0,12.0,42.0,1.0,0.0,0.0,0.0,62.0,63.0,15.0,23.0,1.0,14.0,7.0,23.0,12.0,85.0,31.0,23.0,9.0,43.0,0.0,1.0,0.0,1.0,80,58,15,22,3,0.0
201,1541,43599.0,2019-M021,Madrid Masters,Clay,64.0,M,20190506.0,263.0,111513.0,,,Laslo Djere,R,188.0,SRB,23.9,105583.0,,,Dusan Lajovic,R,180.0,SRB,28.8,6-4 6-4,3.0,R64,85.0,4.0,3.0,56.0,32.0,25.0,12.0,10.0,1.0,2.0,2.0,3.0,73.0,47.0,31.0,12.0,10.0,9.0,12.0,32.0,1246.0,24.0,1511.0,20190506-M-Madrid_Masters-R64-Dusan_Lajovic-Laslo_Djere,8.0,3.0,7.0,8.0,73.0,30.0,21.0,12.0,36.0,0.0,0.0,0.0,0.0,52.0,34.0,23.0,32.0,2.0,10.0,5.0,10.0,13.0,56.0,19.0,20.0,7.0,28.0,0.0,0.0,0.0,0.0,66,36,15,25,0,0.0
202,1542,43603.0,2019-M021,Madrid Masters,Clay,64.0,M,20190506.0,257.0,104926.0,10.0,,Fabio Fognini,R,178.0,ITA,31.9,106378.0,,,Kyle Edmund,R,188.0,GBR,24.3,6-4 6-3,3.0,R64,90.0,1.0,3.0,65.0,44.0,30.0,11.0,9.0,7.0,8.0,0.0,1.0,72.0,43.0,26.0,11.0,10.0,12.0,16.0,12.0,2840.0,22.0,1575.0,20190507-M-Madrid_Masters-R64-Kyle_Edmund-Fabio_Fognini,15.0,8.0,9.0,9.0,72.0,35.0,28.0,15.0,45.0,0.0,0.0,1.0,0.0,66.0,59.0,16.0,29.0,4.0,11.0,2.0,14.0,9.0,65.0,24.0,23.0,5.0,44.0,0.0,0.0,0.0,0.0,80,46,22,34,3,0.0
203,1546,43589.0,2019-M021,Madrid Masters,Clay,64.0,M,20190506.0,274.0,100644.0,3.0,,Alexander Zverev,R,198.0,GER,22.0,103970.0,,WC,David Ferrer,R,175.0,ESP,37.0,6-4 6-1,3.0,R32,70.0,4.0,5.0,49.0,30.0,23.0,10.0,8.0,2.0,3.0,0.0,2.0,45.0,27.0,14.0,8.0,9.0,0.0,5.0,4.0,5565.0,144.0,400.0,20190508-M-Madrid_Masters-R32-David_Ferrer-Alexander_Zverev,7.0,3.0,9.0,9.0,45.0,23.0,12.0,6.0,31.0,2.0,1.0,1.0,0.0,68.0,53.0,17.0,17.0,2.0,2.0,3.0,6.0,9.0,49.0,16.0,6.0,11.0,17.0,2.0,1.0,0.0,0.0,42,62,13,30,4,0.0
204,1554,38262.0,2017-520,Roland Garros,Clay,128.0,G,20170529.0,223.0,106233.0,6.0,,Dominic Thiem,R,185.0,AUT,23.7,104925.0,2.0,,Novak Djokovic,R,188.0,SRB,30.0,7-6(5) 6-3 6-0,5.0,QF,135.0,2.0,3.0,82.0,50.0,37.0,17.0,14.0,4.0,6.0,2.0,3.0,104.0,67.0,38.0,15.0,13.0,9.0,15.0,7.0,4145.0,2.0,7445.0,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,24.0,11.0,16.0,18.0,104.0,51.0,30.0,12.0,71.0,0.0,1.0,2.0,0.0,156.0,47.0,46.0,54.0,17.0,7.0,5.0,16.0,28.0,82.0,28.0,23.0,12.0,49.0,1.0,0.0,2.0,0.0,171,51,53,41,8,0.0
205,1569,42795.0,2019-9158,Cordoba,Clay,32.0,A,20190204.0,293.0,105379.0,,,Aljaz Bedene,R,181.0,SLO,29.5,104926.0,1.0,,Fabio Fognini,R,178.0,ITA,31.7,6-1 6-4,3.0,R16,69.0,7.0,3.0,48.0,31.0,23.0,6.0,8.0,1.0,3.0,0.0,4.0,56.0,32.0,15.0,9.0,9.0,2.0,8.0,65.0,760.0,15.0,2225.0,20190206-M-Cordoba-R16-Fabio_Fognini-Aljaz_Bedene,8.0,2.0,10.0,9.0,56.0,32.0,12.0,4.0,41.0,0.0,3.0,0.0,0.0,49.0,22.0,16.0,18.0,2.0,8.0,2.0,14.0,8.0,48.0,19.0,10.0,3.0,23.0,0.0,0.0,1.0,0.0,55,23,18,25,2,0.0
206,1621,44098.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,174.0,124187.0,,,Reilly Opelka,R,211.0,USA,21.8,104527.0,22.0,,Stan Wawrinka,R,183.0,SUI,34.2,7-5 3-6 4-6 6-4 8-6,5.0,R64,193.0,23.0,2.0,163.0,116.0,83.0,31.0,27.0,10.0,12.0,17.0,5.0,144.0,87.0,71.0,36.0,28.0,7.0,10.0,63.0,855.0,19.0,1715.0,20190703-M-Wimbledon-R64-Stan_Wawrinka-Reilly_Opelka,22.0,11.0,21.0,28.0,144.0,37.0,18.0,15.0,59.0,5.0,5.0,2.0,1.0,96.0,33.0,24.0,38.0,3.0,14.0,10.0,22.0,16.0,163.0,49.0,18.0,25.0,48.0,3.0,1.0,3.0,0.0,85,53,26,22,5,0.0
207,1632,44145.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,221.0,105138.0,23.0,,Roberto Bautista Agut,R,183.0,ESP,31.2,105550.0,26.0,,Guido Pella,L,185.0,ARG,29.1,7-5 6-4 3-6 6-3,5.0,QF,187.0,4.0,1.0,134.0,89.0,63.0,26.0,20.0,11.0,13.0,14.0,5.0,139.0,90.0,62.0,22.0,20.0,12.0,16.0,22.0,1600.0,26.0,1430.0,20190710-M-Wimbledon-QF-Guido_Pella-Roberto_Bautista_Agut,32.0,3.0,31.0,10.0,139.0,55.0,26.0,13.0,80.0,4.0,1.0,0.0,1.0,177.0,99.0,30.0,73.0,13.0,20.0,11.0,28.0,27.0,134.0,45.0,27.0,22.0,82.0,3.0,1.0,2.0,0.0,185,95,49,41,7,0.0
208,1635,44150.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,226.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,32.1,103819.0,2.0,,Roger Federer,R,185.0,SUI,37.8,7-6(5) 1-6 7-6(4) 4-6 13-12,5.0,F,297.0,10.0,9.0,219.0,136.0,101.0,39.0,34.0,6.0,13.0,25.0,6.0,203.0,127.0,100.0,39.0,34.0,5.0,8.0,1.0,12415.0,3.0,6620.0,20190714-M-Wimbledon-F-Roger_Federer-Novak_Djokovic,22.0,17.0,27.0,30.0,203.0,64.0,25.0,28.0,88.0,6.0,5.0,2.0,1.0,317.0,132.0,81.0,55.0,7.0,40.0,23.0,40.0,30.0,219.0,79.0,37.0,33.0,126.0,2.0,1.0,1.0,0.0,254,133,69,84,12,0.0
209,1645,44162.0,2019-0316,Bastad,Clay,32.0,A,20190715.0,289.0,106228.0,6.0,,Juan Ignacio Londero,R,180.0,ARG,25.9,106198.0,,,Hugo Dellien,R,180.0,BOL,26.0,4-6 7-5 6-3,3.0,R16,142.0,8.0,5.0,100.0,58.0,44.0,24.0,15.0,8.0,9.0,3.0,1.0,113.0,76.0,52.0,17.0,16.0,16.0,19.0,71.0,800.0,94.0,610.0,20190717-M-Bastad-R16-Hugo_Dellien-Juan_Ignacio_Londero,40.0,9.0,19.0,8.0,113.0,44.0,30.0,24.0,63.0,0.0,0.0,1.0,0.0,85.0,52.0,24.0,58.0,11.0,20.0,11.0,10.0,11.0,100.0,32.0,23.0,26.0,51.0,1.0,0.0,0.0,0.0,75,78,20,58,5,0.0
210,1646,44176.0,2019-0316,Bastad,Clay,32.0,A,20190715.0,272.0,106148.0,,,Roberto Carballes Baena,R,183.0,ESP,26.3,144719.0,,,Jaume Munar,R,183.0,ESP,22.1,6-4 3-6 6-3,3.0,R32,140.0,2.0,2.0,82.0,52.0,32.0,19.0,14.0,2.0,6.0,3.0,2.0,89.0,55.0,33.0,19.0,14.0,5.0,10.0,77.0,737.0,90.0,620.0,20190715-M-Bastad-R32-Jaume_Munar-Roberto_Carballes_Baena,15.0,13.0,11.0,9.0,89.0,37.0,29.0,14.0,57.0,0.0,0.0,0.0,0.0,186.0,105.0,26.0,60.0,9.0,19.0,9.0,22.0,7.0,82.0,31.0,27.0,18.0,51.0,0.0,0.0,1.0,0.0,164,127,30,47,7,0.0
211,1694,43993.0,2019-7650,Antalya,Grass,32.0,A,20190624.0,275.0,105906.0,,Q,Kevin Krawietz,R,190.0,GER,27.4,117356.0,,WC,Cem Ilkel,R,185.0,TUR,23.8,6-4 6-4,3.0,R32,58.0,4.0,2.0,53.0,34.0,32.0,9.0,10.0,0.0,0.0,4.0,1.0,48.0,34.0,27.0,7.0,10.0,1.0,3.0,277.0,142.0,271.0,155.0,20190625-M-Antalya-R32-Cem_Ilkel-Kevin_Krawietz,13.0,9.0,6.0,2.0,48.0,14.0,6.0,11.0,21.0,1.0,0.0,0.0,0.0,15.0,3.0,17.0,4.0,0.0,12.0,3.0,4.0,1.0,53.0,12.0,3.0,5.0,4.0,0.0,1.0,1.0,0.0,36,12,8,4,0,0.0
212,1700,44424.0,2019-0421,Canada Masters,Hard,64.0,M,20190805.0,294.0,106421.0,8.0,,Daniil Medvedev,R,198.0,RUS,23.4,106233.0,2.0,,Dominic Thiem,R,185.0,AUT,25.9,6-3 6-1,3.0,QF,56.0,6.0,2.0,39.0,23.0,22.0,10.0,8.0,0.0,0.0,1.0,2.0,44.0,29.0,17.0,5.0,8.0,5.0,9.0,9.0,2745.0,4.0,4755.0,20190809-M-Canada_Masters-QF-Dominic_Thiem-Daniil_Medvedev,9.0,3.0,0.0,7.0,44.0,22.0,7.0,6.0,19.0,1.0,0.0,0.0,0.0,38.0,43.0,7.0,13.0,0.0,8.0,2.0,9.0,9.0,39.0,7.0,11.0,8.0,16.0,0.0,0.0,0.0,0.0,37,44,5,14,0,0.0
213,1706,44132.0,2019-540,Wimbledon,Grass,128.0,G,20190701.0,208.0,105453.0,8.0,,Kei Nishikori,R,178.0,JPN,29.5,105449.0,,,Steve Johnson,R,188.0,USA,29.5,6-4 6-3 6-2,5.0,R32,110.0,2.0,2.0,63.0,47.0,40.0,9.0,13.0,0.0,1.0,6.0,5.0,113.0,70.0,47.0,12.0,14.0,8.0,14.0,7.0,4040.0,71.0,750.0,20190706-M-Wimbledon-R32-Steve_Johnson-Kei_Nishikori,13.0,8.0,9.0,10.0,113.0,54.0,23.0,16.0,60.0,1.0,0.0,1.0,0.0,72.0,16.0,30.0,23.0,7.0,11.0,2.0,19.0,17.0,63.0,14.0,18.0,12.0,30.0,0.0,0.0,0.0,0.0,82,30,25,24,5,0.0
214,1708,44521.0,2019-M024,Cincinnati Masters,Hard,64.0,M,20190812.0,247.0,104755.0,,PR,Richard Gasquet,R,185.0,FRA,33.1,104918.0,,WC,Andy Murray,R,190.0,GBR,32.2,6-4 6-4,3.0,R64,96.0,4.0,6.0,68.0,41.0,33.0,13.0,10.0,4.0,5.0,4.0,3.0,56.0,30.0,23.0,11.0,10.0,4.0,7.0,56.0,930.0,324.0,120.0,20190812-M-Cincinnati_Masters-R64-Andy_Murray-Richard_Gasquet,12.0,7.0,12.0,6.0,54.0,20.0,6.0,10.0,27.0,1.0,1.0,0.0,0.0,111.0,36.0,19.0,19.0,0.0,10.0,5.0,11.0,12.0,68.0,22.0,17.0,5.0,40.0,1.0,2.0,1.0,0.0,72,60,23,26,7,0.0
